CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-51-COT26;31201517;Cinta para empaquetar;40 rollos de cinta de embalar de 48mm x 100 mts cada uno, transparente (Referencia Fultons);40;EA
1057532-40-COT26;50201706;Café;Coffe mate 400 grs;5;VI
1057532-40-COT26;50161814;Dulces con azúcar o sustitutos;Azúcar x kilo;6;KGM
1057532-40-COT26;50201713;Bolsitas de te;Té (3 cajas de 100 bolsitas);3;BX
1057532-40-COT26;50201710;Té de hierbas;Té de hierbas surtidas (1 caja de 100);1;BX
1057532-40-COT26;50201709;Café instantáneo;Tarro de Café Instantáneo Grande (420 gr);5;JR
1057532-40-COT26;50161510;Sacarina o sucralosa;Endulzante en frasco Daily gotas;5;VI
1057532-40-COT26;50192110;Nueces o frutos secos;Frutos Secos sin sal ni semillas (1 kg);20;PK
1057532-40-COT26;50202310;Agua mineral;Aguas con sabor 1L;10;BO
1057532-52-COT26;42281808;Papeles u hojas de esterilización;SABANILLA DE PAPEL HOJA SIMPLE 48 METROS 2 ROLLOS;35;EA
1057532-50-COT26;14111537;Papel de etiquetas;70 rollos Etiquetas IMPRESORA Zebra ZD220, adjunta imágenes y dimensiones. Detalle 35 Rollos: 50mm x 30mm aprox 35 Rollos: 100mm x 70mm aprox  Según EE.TT adjunta;70;EA
1057532-50-COT26;31201522;Cinta de transferencia adhesiva;40 Cinta de transferencia térmica IMPRESORA Zebra ZD220, segun ee.tt;40;EA
1057532-50-COT26;14111537;Papel de etiquetas;40 Rollo Térmico Impresora Voucher, Zebra ZD421: 80mm x 90mm;40;EA
1057532-49-COT26;31261501;Cubiertas y cajas de plástico;CAJAS ORGANIZADORAS PLASTICAS CON RUEDAS 28 LTS / SEGÚN ESPECIFICACIONES ADJUNTAS.;6;EA
