CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-90-COT26;27111701;Destornilladores;Set de 8 Atornilladores Paleta - Cruz / Según Especificaciones Adjuntas;1;KIT
1057532-90-COT26;27111602;Martillos;Martillo 24 OZ;1;EA
1057532-90-COT26;31161508;Tornillos para madera;"Tornillo Drywall Madera Negro 6 X 2""";200;EA
1057532-90-COT26;23171604;Cortadores de alambres o cables;"Alicate Pelacables Automático 8"" / Según Especificaciones Adjuntas";1;EA
1057532-90-COT26;27112132;Abrazaderas de fijación;Tarugos 8mm;100;EA
1057532-90-COT26;31201502;Cinta autoadhesiva aislante eléctrica;Cinta eléctrica aislante de 19 mm, color verde.;1;EA
1057532-90-COT26;31201502;Cinta autoadhesiva aislante eléctrica;Cinta eléctrica aislante 19 mm, color negro;1;EA
1057532-90-COT26;31162005;Clavos para tejados;"Clavo Corriente de 3""";2;KGM
1057532-90-COT26;27111702;Llaves para tuercas;Set de Llaves y Dados Chicharra. (Entre 46 y 81 piezas);1;KIT
1057532-72-COT26;44103105;Cartuchos de tinta;4 CARTUCHO COLOR ZEBRA: CARTUCHO COLOR ZEBRA 800300-350LA YMCKO  (ZC100/ZC300- 200 IMÁGENES) 800300-350LA;4;EA
1057532-72-COT26;44102906;Kit de limpieza para el computador o el equipamiento de oficina;3 kit de mantención (Cleaning Card). MODELO DE IMPRESO ZEBRA ZC300, ADJUNTO LINKS DE REFERENCIA;3;KIT
