CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-136-COT26;49201606;Pesas de entrenamiento;PESA RUSA 8 KG  SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;2;EA
1057532-136-COT26;49201606;Pesas de entrenamiento;PESA RUSA 10 KG  SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;2;EA
1057532-136-COT26;49201606;Pesas de entrenamiento;PESAS TOBILLO  2 PAR DE PESAS DE TOBILLO CON PESO 1 KG C/U SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;2;EA
1057532-136-COT26;49201606;Pesas de entrenamiento;PESAS TOBILLO  2 PAR DE PESAS DE TOBILLO CON PESO 2 KG C/U SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;2;EA
1057532-136-COT26;49201602;Barras con pesas;BARRA PREOLIMPICA RECTA 4.2 KG 120 CM CROMADA  SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1;EA
1057532-136-COT26;49201602;Barras con pesas;ALMOHADILLA PARA BARRAS OLIMPICAS/PRE-OLIMPICA  SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1;EA
1057532-136-COT26;49161703;Discos;DISCOS LEVANTAMIENTO  PAR DE DISCOS 10 KG PREOLIMPICOS CON AGARRE TIPO MANCUERNAS SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1;EA
1057532-136-COT26;49161703;Discos;DISCOS LEVANTAMIENTO  PAR DE DISCOS 15 KG PREOLIMPICOS CON AGARRE SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1;EA
1057532-136-COT26;49161703;Discos;DISCOS LEVANTAMIENTO  PAR DE DISCOS 5 KG PREOLIMPICOS CON AGARRE SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1;EA
1077241-7-COT26;42181801;Unidades de oxímetros de pulso;OXIMETROS DE PULSO (SATUROMETROS)  DEBE INCLUIR ACCESORIOS. DE ACUERDO A ESPECIFICACIONES TECNICAS ADJUNTAS;8;EA
