CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-31-COT26;50202310;Agua mineral;12 BOTELLA DE AGUA MINERAL SIN GAS DE 600 ML;12;BO
1057532-31-COT26;50161813;Dulces de chocolate o sustitutos;3 CAJAS DE CHOCOLATES SURTIDOS.;3;BX
1057532-30-COT26;60101103;Globos terráqueos electrónicos;4 BOLSAS DE GLOBOS X 50 C/U. ( MORADO METALIZADO / DORADO METALIZADO);4;BG
1057532-30-COT26;24111502;Bolsas de papel;10 BOLSAS DE PAPEL COLOR MORADO;10;BG
1057532-30-COT26;44122011;Carpetas para archivos;10 CARPETAS DE COLOR MORADO T/OFICIO.;10;EA
1057532-30-COT26;31201512;Cinta Transparente;50 METROS DE CINTA SATINADA DE COLOR TURQUESA DE 1 PULGADA;50;MTR
1057532-30-COT26;60123001;Figuras de goma Eva;15 PLIEGOS DE GOMA EVA GLITTER COLOR MORADO 5 PLIEGOS DE GOMA EVA GLITTER COLOR DORADO;20;PGL
1057532-30-COT26;14111610;Cartulina;20 PLIEGOS DE CARTULINA DE COLOR MORADA;20;PGL
1057532-30-COT26;14111610;Cartulina;15 PLIEGO DE CARTULINA DE COLOR DORADA METALIZADA;15;PGL
1057532-30-COT26;31201505;Cinta adhesiva de doble cara;6 CINTAS DE FIJAR DOBLE CONTACTO;6;EA
1057532-30-COT26;13101708;Silicona VMQ y PMQ y PVMQ;20 BARRAS DE SILICONA.;20;BAR
1057532-30-COT26;13101708;Silicona VMQ y PMQ y PVMQ;2 PISTOLAS PARA SILICONA.;2;EA
1057532-30-COT26;11161803;Telas sintéticas tejidas de dobby;1 ROLLO DE TELA TUL COLOR TURQUESA X 23 MT.;1;RO
1057532-30-COT26;11161803;Telas sintéticas tejidas de dobby;1 ROLLO DE TELA TUL COLOR MORADO X 23 MT.;1;RO
