CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-139-COT26;78121601;Servicios de flete;SERVICIO DE TRASLADO DE EQUIPOS Y EQUIPAMIENTO A CECOSF EL ENCANTO / SEGÚN DETALLE ADJUNTO;1;EA
1057532-139-COT26;78121601;Servicios de flete;SERVICIO DE TRASLADO DE EQUIPOS Y EQUIPAMIENTO A PSR COSTA RIO BLANCO / SEGÚN DETALLE ADJUNTO;1;EA
1057532-138-COT26;42203501;Accesorios o desfibriladores implantables o generadores de marcapasos cardíacos;PARCHES DEA / SEGÚN ESPECIFICACIONES ADJUNTAS;1;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Manguera PANI doble lumen. Código de referencia: ZOLAC8300-0002-01. Compatible con el equipo: Zoll X Serie.";2;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Manguera PANI doble lumen. Código de referencia: 6200-30-09688. Compatible con el equipo: Benevision N1.""";2;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Manguera PANI doble lumen. Código de referencia: GEAC107363. Compatible con el equipo: GE V100.";1;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Pediátrico doble lumen. Diámetro Brazo entre 9 y 14 cm (±1 cm). Código de referencia: REUSE07. Compatible con el equipo: Zoll X Serie/GE V100.""";2;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Pediátrico doble lumen. Diámetro Brazo entre 11 y 18 cm (±1.5 cm). Código de referencia: REUSE08. Compatible con el equipo: Zoll X Serie/GE V100.""";2;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Pediátrico doble lumen. Diámetro Brazo entre 15 y 21 cm (±1.5 cm). Código de referencia: REUSE09. Compatible con el equipo: Zoll X Serie/GE V100.""";3;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Adulto Pequeño doble lumen. Diámetro Brazo entre 20 y 27 cm (±1.5 cm). Código de referencia: REUSE10. Compatible con el equipo: Zoll X Serie/GE V100.""";2;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Adulto doble lumen. Diámetro Brazo entre 25 y 34 cm (±1 cm). Código de referencia: REUSE11. Compatible con el equipo: Zoll X Serie/GE V100.""";3;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Adulto Grande doble lumen. Diámetro Brazo entre 33 y 45 cm (± 2 cm). Código de referencia: REUSE12. Compatible con el equipo: Zoll X Serie/GE V100""";3;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Adulto Muslo doble lumen. Diámetro Muslo entre 44 (± 2 cm) y =54 cm. Código de referencia: REUSE13. Compatible con el equipo: Zoll X Serie/GE V100""";2;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Pediátrico una vía. Diámetro Brazo entre 11 y 18 cm (±1.5 cm). Compatible con el equipo: Benevision N1""";4;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Pediátrico una vía. Diámetro Brazo entre 15 y 21 cm (±1.5 cm). Compatible con el equipo: Benevision N1""";4;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Pediátrico una vía. Diámetro Brazo entre 20 y 27 cm (±1.5 cm). Código de referencia: 040-000978-00. Compatible con el equipo: Benevision N1.""";4;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Adulto una vía. Diámetro Brazo entre 26 y 35 cm (±1.5 cm). Código de referencia: 040-000983-00. Compatible con el equipo: Benevision N1""";4;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Adulto una vía. Diámetro Brazo entre 32 (±1 cm) y  =43 cm. Código de referencia: 115-015931-00OR. Compatible con el equipo: Benevision N1. """;5;EA
1057532-137-COT26;42181606;Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores;"""Brazalete PANI Adulto Obeso o muslo una vía. Diámetro entre 44 (±2 cm) y =54 cm. Código de referencia: 040-000993-00. Compatible con el equipo: Benevision N1.  Cantidad = 4 unidades.""";4;EA
