CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-69-COT26;31241501;Lentes;LENTE BIFOCAL FOTOCROMATICO.;1;EA
1057532-66-COT26;50101717;Semillas o frutos secos pelados;7 Mix Frutos secos 80 GRS, segun eett;7;EA
1057532-66-COT26;50101717;Semillas o frutos secos pelados;2 PACKS DE SNACKS SURTIDOS DE 50 UNIDADES, segun eett;2;PK
1077241-1-COT26;50201706;Café;5 tarro Café Instantáneo 100 gramos.;5;JR
1077241-1-COT26;50201713;Bolsitas de te;5 Té en bolsitas (20 bolsitas por cada caja);5;BX
1077241-1-COT26;24111502;Bolsas de papel;100 Bolsa de Papel de 18 x 7 x 49.;100;EA
1077241-1-COT26;24111503;Bolsas de plástico;100 Bolsa de Plástico de 40 x 50.;100;EA
1077241-2-COT26;31211507;Pinturas en aerosol;10 Spray diferentes colores (indicar en la cotización colores a ofertar. Según lo solicitado en las especificaciones).;10;EA
1077241-2-COT26;31211501;Pinturas al esmalte;2 Galón de Esmalte Sintético para Exteriores. Color Blanco.;2;EA
1077241-2-COT26;31211904;Brochas;5 Brocha.;5;EA
1077241-2-COT26;46181504;Guantes protectores;12 Guantes de Látex.;12;PR
1057532-68-COT26;31241501;Lentes;1 LENTE OPTICO BIFOCAL.;1;EA
