CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-85-COT26;50161509;Productos de edulcorantes o azúcares naturales;6 BOLSAS DE AZUCAR DE KG. C/U.;6;BG
1057532-85-COT26;50201709;Café instantáneo;4 TARRO DE CAFE DE 400 GRAMOS C/U.;4;JR
1057532-85-COT26;50201713;Bolsitas de te;300 BOLSA DE TE;300;BG
1057532-85-COT26;50181905;Galletas dulces o pastelitos;GALLETA DE CHOCOLATE RELLENA;15;PK
1057532-85-COT26;50181905;Galletas dulces o pastelitos;GALLETA CRACKELET X 85 GR.;30;PK
1057532-85-COT26;50181905;Galletas dulces o pastelitos;GALLETA TUAREG COCO X 120 G.;20;PK
1057532-85-COT26;50181905;Galletas dulces o pastelitos;GALLETA CHOCO CHIPS 125 G.;16;PK
1057532-85-COT26;50192110;Nueces o frutos secos;BOLSA MIX FRUTOS SECOS X 150 GR.;30;BG
1057532-85-COT26;52151504;Tazas o vasos desechables domésticos;VASOS POLIPAPEL KRAFT 118 ML.;200;EA
1057532-85-COT26;41123402;Cucharas de dosificación;3.000 REVOLVEDORES DE MADERA.;3000;EA
1057532-85-COT26;50161509;Productos de edulcorantes o azúcares naturales;BOTELLA DE ENDULZANTE STEVIA X 400 ML.;3;BO
1057532-79-COT26;56111907;Carros de herramientas industriales;CARRO DE CARGA PLEGABLE ( YEGUA) DE ACERO.;1;EA
