CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-33-COT26;14111509;Artículos de papelería;20 CARTULINA COLOR PLATA/20 CARTULINA COLOR ORO;40;PGL
1057532-33-COT26;14111509;Artículos de papelería;CINTA MASKING;3;EA
1057532-33-COT26;14111509;Artículos de papelería;BARRA DE SILICONA;20;BAR
1057532-33-COT26;14111509;Artículos de papelería;CAJAS DE PUSH PINSS X 100 UNIDADES C/U.;2;BX
1057532-33-COT26;14111509;Artículos de papelería;CARTULINAS DE COLORES;30;EA
1057532-33-COT26;14111509;Artículos de papelería;OPALINA CARTA LISA BLANCA.;100;EA
1057532-33-COT26;14111509;Artículos de papelería;30 PLIGOS GOMA EV  ( ROJO/VERDE/AMARILLO/NARANJA/NEGRO/AZUL 3 DE C/U / 12 COLORES SURTIDO GLITTER.=30 PLIEGOS;30;PGL
1057532-33-COT26;14111509;Artículos de papelería;24 MARCADORES SHARPIE;24;EA
1057532-33-COT26;14111509;Artículos de papelería;LAMINAS TERMICAS;10;OA
1057532-33-COT26;14111509;Artículos de papelería;"2 CARTUCHO DE TINTA HP122 TRICOLOR/2 CARTUCHO DE TINTA NEGRO "" ORIGINAL)";3;EA
1057532-33-COT26;14111509;Artículos de papelería;GLOBOS DE COLORES SURTIDOS;150;EA
1057532-33-COT26;14111509;Artículos de papelería;PAPEL CREPE;18;PGL
1057532-33-COT26;14111509;Artículos de papelería;PAPEL ENTRETENIDO;10;PGL
1057532-33-COT26;14111509;Artículos de papelería;PAPEL FOTOGRAFICO.;200;EA
1057532-37-COT26;44112006;Diarios;Se requiere la suscripción anual del Diario Austral de Osorno para el año 2026 en formato papel + formato digital;1;EA
1057532-5-COT26;53131609;Protector solar;PROTECTOR SOLAR 1 LTS / SEGÚN ESPECIFICACIONES ADJUNTAS;4;EA
1057532-39-COT26;50161814;Dulces con azúcar o sustitutos;AZUCAR GRANULADA;3;KGM
1057532-39-COT26;50201706;Café;CAFE DESCAFEINADO 170 GRS.;3;JR
1057532-39-COT26;50161510;Sacarina o sucralosa;ENDULZANTE 180 ML;2;VI
1057532-39-COT26;50201713;Bolsitas de te;TE DE 20 BOLSAS CADA CAJA;3;BX
1057532-39-COT26;50181905;Galletas dulces o pastelitos;Surtido de galletas (Referencia de galletas requeridas nik, oreo, oblea, kuky, tuareg, niza, frac, de mantequilla, de limón, tritón, ect.);80;PK
