CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-23-COT26;53102512;pañuelos;PAÑUELOS DESECHABLES DOBLE HOJA.;210;PK
1057532-24-COT26;53121701;Porta documentos;PORTA FOLLETOS.;1;EA
1057532-27-COT26;50202310;Agua mineral;AGUA MINERAL DE 500 CC, SIN GAS;12;BO
1057532-27-COT26;50161813;Dulces de chocolate o sustitutos;PAQUETES DE CHOCOLATES SURTIDO.;3;PK
1057532-22-COT26;49101704;Galvanos;GALVANOS.;6;EA
1057532-22-COT26;49101704;Galvanos;GALVANOS.;3;EA
1057532-17-COT26;31241501;Lentes;LENTES DE LEJOS.;1;PR
1057532-17-COT26;31241501;Lentes;LENTES DE CERCA;1;PR
1057532-20-COT26;14111509;Artículos de papelería;CARTULINA COLOR ( VER ARCHIVO ADJUNTO);30;EA
1057532-20-COT26;14111509;Artículos de papelería;OPALINA CARTA X 100 HOJAS  ( VER ARCHIVO ADJUNTO);1;PK
1057532-20-COT26;14111509;Artículos de papelería;CARTULINA  PERLESCENTE COLOR ORO ( VER ARCHIVO ADJUNTO);1;PK
1057532-20-COT26;14111509;Artículos de papelería;CARTULINA PERLECENTE COLOR PLATA ( VER ARCHIVO ADJUNTO);1;PK
1057532-20-COT26;14111509;Artículos de papelería;GOMA EVA ( VER ARCHIVO ADJUNTO);30;EA
1057532-20-COT26;14111509;Artículos de papelería;MARCADORES SHARPIE X 24 ( VER ARCHIVO ADJUNTO);1;BX
1057532-20-COT26;14111509;Artículos de papelería;LAMINA TERMICA ( VER ARCHIVO ADJUNTO);100;EA
1057532-20-COT26;14111509;Artículos de papelería;CINTA MASKING ( VER ARCHIVO ADJUNTO);3;EA
1057532-20-COT26;14111509;Artículos de papelería;CARTUCHO DE TINTA COLOR ( VER ARCHIVO ADJUNTO);2;EA
1057532-20-COT26;14111509;Artículos de papelería;CARTUCHO DE TINTA NEGRO ( VER ARCHIVO ADJUNTO);1;EA
1057532-20-COT26;14111509;Artículos de papelería;GLOBOS COLORES SURTIDO X 50 ( VER ARCHIVO ADJUNTO);3;BG
1057532-20-COT26;14111509;Artículos de papelería;BARRAS DE SILICONA X 10 ( VER ARCHIVO ADJUNTO);2;PK
1057532-20-COT26;14111509;Artículos de papelería;PAPEL CREPE ( VER ARCHIVO ADJUNTO);3;PK
1057532-20-COT26;14111509;Artículos de papelería;PAPEL ENTRETENIDO ( VER ARCHIVO ADJUNTO);10;PK
1057532-20-COT26;14111509;Artículos de papelería;PAPEL FOTOGRAFICO X 100 ( VER ARCHIVO ADJUNTO);2;RACK
1057532-20-COT26;14111509;Artículos de papelería;CHINCHE PUSH ( VER ARCHIVO ADJUNTO);2;BX
1057532-13-COT26;44102801;Plastificadoras;1 plastificadora laminadora 8 en 1 multifuncional;1;EA
1057532-26-COT26;51102710;Antisépticos basados en alcohol o acetona;4 Alcohol Gel al 70%  340ml;4;EA
1057532-26-COT26;44121701;Lápiz pasta;1 CAJA DE 50 UNIDADES COLOR AZUL;1;BX
1057532-26-COT26;25111903;Velas;"2 Vela aromática en envase de vidrio con diseño estampado y tapa de metal. Tiene un aroma a lavanda  Cuenta con una duración de 35 horas Tiene un diámetro de 9.2x10 cm y 251 g""";2;EA
1057532-26-COT26;14111531;Libros o cuadernos de registro;1 libro de mandalas para colorear, Contiene 20 ilustraciones distintas para que puedas expresarte. Lo puedes utilizar para colorear con lápices, plumones, acrílico e incluso acuarela. Las hojas vienen con un prepicado para que puedas colgar, regalar, o enmarcar tu obra de arte.Mide 22,5 cm x 23,5 cm y las hojas interiores son de papel dúplex 240 gramos.¡Atrévete a colorear!;1;EA
1057532-925-COT25;81112101;Proveedores de servicio de Internet (ISP);Plan Fibra Trio   940 Megas Internet + TV con Deco para un televisor Telefonía Red Fija ilimitado (debe incluir dispositivo telefónico) Servicio de Instalación;1;000
1057532-936-COT25;42181602;Unidades electrónicas de presión sanguínea;Tensiómetro digital con accesorios, según especificaciones técnicas adjuntas. El Formulario N°2 se debe adjuntar obligatoriamente con todos los datos requeridos, si no se adjunta o no se completa con el total de datos requeridos, la oferta será RECHAZADA;15;EA
1057532-935-COT25;83111602;Comunicación por satélite o terrestre;Servicio de Internet + Telefonía Fija, de acuerdo a Especificaciones Técnicas Adjuntas.;1;EA
