CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057922-8-COT26;24101615;Rampas de carga;TARIMA PLASTICA 120X80 CM DE ACUERDO ESPECIFICACIONES TECNICAS ADJUNTAS;2;EA
1057922-6-COT26;56111906;Estantes, cajones o armarios industriales;SET LOCKERS SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1;KIT
1057922-5-COT26;24112110;Contenedores intermedios a granel;SET DE CONTENEDORES DE ACUERDO A ESPECIFICACIONES TECNICAS ADJUNTAS;1;KIT
1057532-60-COT26;24141511;Amarres de carga;Amarras plásticas o Amarras cable de 250 mm x 4.8 mm.;20000;EA
1057532-60-COT26;44111604;Envolturas de monedas o fajas para billetes;Bolsa de elásticos ligas. Diferentes colores, segun especificaciones adjuntas.;300;BG
1057532-14-COT26;39111509;Lámparas de pedestal;1 Aro de Luz con tripode y soporte para celular, segun eett adjunta;1;EA
1057532-14-COT26;52161520;Micrófonos;2 Mini Microfono inalámbrico Iphone , segun eett adjunta;2;EA
1057532-14-COT26;26121628;Cables blindados;1 Cable cargador iphone 2 metros, segun eett adjunta;1;EA
1057532-61-COT26;41104801;Unidades de frascos o retortas;FRASCOS DE VIDRIO ROLL ON AMBAR 5 CC.;100;VI
1057532-61-COT26;41104801;Unidades de frascos o retortas;FRASCOS GOTARIO VIDRIO AMBAR 30 CC.;600;VI
1057532-61-COT26;41122701;Etiquetas para portaobjetos o especímenes;ETIQUETAS TERAPIA FLORAL. SEGUN ESPECIFICACIONES.;600;EA
1057532-61-COT26;12164502;Esencias o extractos;SET FLORES DE BACH 25 CC. (38 Esencias + 2 rescate);40;EA
1057532-61-COT26;12164502;Esencias o extractos;ACEITE ESENCIAL 5 CC A 10 CC. SEGUN ESPECIFICACIONES ADJUNTAS.;27;EA
1057532-59-COT26;51102710;Antisépticos basados en alcohol o acetona;Alcohol gel al 70% frasco 340 ml. Según especificaciones adjuntas.;15;EA
1057532-59-COT26;42293902;Instrumentos quirúrgicos para empaque de heridas;Equipo curación desechable. Según especificaciones adjuntas.;10;EA
1057532-59-COT26;42142609;Jeringas médicas con aguja;"Jeringa 3 cc con aguja 21Gx 1 1/2"" luer lock. Según especificaciones adjuntas.";800;EA
1057532-59-COT26;42142609;Jeringas médicas con aguja;"Jeringa 5 cc con aguja 21 G x 1 1/2"" luer lock. Según especificaciones adjuntas.";500;EA
1057532-59-COT26;42142609;Jeringas médicas con aguja;"Jeringa 20 cc con aguja 21Gx 1 1/2"" luer lock. Según especificaciones adjuntas.";200;EA
1057532-59-COT26;42141606;Palanganas médicas para fines múltiples;Riñon Esteril desechable. Según especificaciones adjuntas.;550;EA
1057532-59-COT26;85121810;Test de detección de drogas o alcohol;Test screaning de drogas en orina. Según especificaciones adjuntas.;50;EA
1057532-59-COT26;41115830;Analizadores de glucosa;Tiras reactivas Accu Check Perfoma. Según especificaciones adjuntas.;50;EA
1057532-59-COT26;42132205;Guantes quirúrgicos;Guantes talla XS de latex sin polvo. Según especificaciones adjuntas.;1200;EA
1057532-59-COT26;42141501;Algodoneras o fibra;Torulas de algodón 0.5 gr. Según especificaciones adjuntas.;20;BG
1057532-59-COT26;42294710;Equipos y accesorios de calentador o enfriador de perfusión o calentador y enfriador dual;Cooler portatil de 8 litros azul tapa blanca. Según especificaciones adjuntas.;1;EA
1057532-59-COT26;31261501;Cubiertas y cajas de plástico;Caja de plastico de 15 litros. Según especificaciones adjuntas.;1;EA
1057532-59-COT26;41111501;Balanzas electrónicas de carga superior;Pesa digital. Según especificaciones adjuntas.;2;EA
1057532-59-COT26;42191607;Hardware de vías carriles de cortina o biombos o cortinas de cubículo del paciente;Biombo clinico de 3 cuerpos. Según especificaciones adjuntas.;1;EA
1057532-57-COT26;42311505;Vendas o vendajes para uso general;Parche curita redondo.;300;EA
1057532-57-COT26;41104107;Tubos o contenedores de almacenamiento de sangre en vacío;Camisa para tubo tipo Vacutainer.;500;EA
