CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-119-COT26;90101701;Gestión de cafetería;4 Servicios de cafetería en jornadas AM para capacitación de formación facilitadores Nadie es perfecto, para 15 personas, desde el 14 al 17 de Abril 2026. Se adjuntan Especificaciones del servicio.;60;EA
1057532-121-COT26;44121708;Marcadores;plumones de pizarra color negro;40;EA
1057532-121-COT26;44121708;Marcadores;plumones de pizarra color azul;40;EA
1057532-121-COT26;44121708;Marcadores;plumones de pizarra color rojo;40;EA
1057532-121-COT26;44121708;Marcadores;plumones de pizarra color verde;40;EA
1057532-121-COT26;44121618;Tijeras;tijeras multiuso 7 ½;30;EA
1057532-121-COT26;44122011;Carpetas para archivos;carpeta de cartulina española;40;EA
1057532-121-COT26;31201517;Cinta para empaquetar;cintas masking tape 48 mm;40;EA
1057532-121-COT26;55121616;Banderitas autoadhesivas;set de pos it colores 400 hojas;15;EA
1057532-121-COT26;44121708;Marcadores;marcadores jumbo 12 unidades;40;BX
1057532-121-COT26;44121701;Lápiz pasta;caja de 50 lápices pasta azul.;8;BX
1057532-121-COT26;60121124;Papel kraft;Papel Kraft;350;PGL
1057532-121-COT26;60105704;Barras de pegamento libres de ácido;Pegamento en barra 21 gramos.;70;EA
1057532-121-COT26;44121708;Marcadores;destacadores de diferentes colores;50;EA
1057532-121-COT26;44121707;Lápices de colores;lápices de madera (12 colores);30;BX
1057532-121-COT26;60124317;Masa de modelado;plastilina (12 colores);5;BX
1057532-121-COT26;60121148;Papel lustre;10 block de papel lustre, tamaño 16x16;5;PACK
1057532-121-COT26;14111525;Papel multiuso;Opalina tamaño carta;4;PACK
1057532-121-COT26;60121109;Blocs de dibujo;block de dibujo medium 99 ¼ (37,5x53,5 cm);5;EA
1057532-121-COT26;60123601;Pegamento de purpurina;tubos de pegamento glitter glue (diferentes colores) (6x10 ml);15;EA
1057532-121-COT26;11151701;Hilo de lana;set de 10 ovillos de lana 10 grs. Diferentes colores.;15;PACK
1057532-121-COT26;44121708;Marcadores;Marcador Sharpie.;15;EA
1057532-121-COT26;55121616;Banderitas autoadhesivas;Banderas adhesivas colores.;30;EA
1057532-124-COT26;50161813;Dulces de chocolate o sustitutos;Chocolate tipo Bon o Bon de 30 unidades por caja.;3;BX
1057532-124-COT26;50161814;Dulces con azúcar o sustitutos;Gomitas dulces tipo Frugelé de 50 unidades por bolsa.;2;BG
1057532-123-COT26;14111610;Cartulina;Cartulina color blanco.;20;PGL
1057532-123-COT26;44121708;Marcadores;Set de 24 marcadores de colores tipo Sharpie.;3;PACK
1057532-123-COT26;31201605;Masillas;Caja de Masilla tipo Uhu Patafix.;3;BX
1057532-123-COT26;55121606;Etiquetas autoadhesivas;Pack de Etiquetas adhesivas para distintivos.;1;PACK
1057532-123-COT26;60121124;Papel kraft;Papel Kraft;20;PGL
