CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-120-COT26;90101701;Gestión de cafetería;Servicio de cafetería para Jornada, 2 días, para 20 personas, los días Lunes 06 y Martes 07 de abril de 2026, en Sala de Capacitación ubicada en Av. Manuel Rodriguez 759, Osorno. Jornadas AM y PM. Realizar una jornada de inducción para los profesionales funcionarios de la Ley 19.664, que iniciaron el Periodo Asistencia Obligatorio e ingresan a la Etapa de Destinación y Formación.;80;EA
1057532-100-COT26;72102602;Instalación de ventanas, puertas o accesorios;Adquisición y servicio de instalación de tres (3) mallas mosquiteras para ventanas./ Según Especificaciones adjuntas.;3;EA
1057532-118-COT26;90101701;Gestión de cafetería;Servicio de cafetería para Capacitación, 1 día, para 100 personas, el día Martes 07 de abril de 2026, en Auditorio del Hospital Base San Jose de Osorno. Jornada de actualización de conocimientos respecto de estrategias de prevención, tratamiento y rehabilitación de enfermedades respiratorias agudas y crónicas, con enfoque de curso de vida, en profesionales de la salud de la atención primaria, en contexto de preparación de Campaña de Invierno.;100;EA
1057532-117-COT26;90101701;Gestión de cafetería;Servicio de cafetería para Capacitación, 1 día, para 100 personas, el día Lunes 06 de abril de 2026, en Auditorio del Hospital Base San Jose de Osorno. Actualizar conocimientos respecto de estrategias de prevención, tratamiento y rehabilitación de enfermedades respiratorias agudas y crónicas, con enfoque de curso de vida, en profesionales de la salud de la atención primaria de la provincia de Osorno, en contexto de preparación de Campaña de Invierno.;100;EA
1057532-110-COT26;44121708;Marcadores;plumones de pizarra color negro;40;EA
1057532-110-COT26;44121708;Marcadores;plumones de pizarra color azul;40;EA
1057532-110-COT26;44121708;Marcadores;plumones de pizarra color rojo;40;EA
1057532-110-COT26;44121708;Marcadores;plumones de pizarra color verde;40;EA
1057532-110-COT26;44121618;Tijeras;tijeras multiuso 7 ½;30;EA
1057532-110-COT26;44122011;Carpetas para archivos;carpeta de cartulina española;40;EA
1057532-110-COT26;31201517;Cinta para empaquetar;cintas masking tape 48 mm;40;EA
1057532-110-COT26;55121616;Banderitas autoadhesivas;set de pos it colores 400 hojas;15;EA
1057532-110-COT26;44121708;Marcadores;marcadores jumbo 12 unidades;40;BX
1057532-110-COT26;44121701;Lápiz pasta;caja de 50 lápices pasta azul.;8;BX
1057532-110-COT26;60124317;Masa de modelado;set de 6 masas para modelar diferentes colores.;15;PACK
1057532-110-COT26;60121124;Papel kraft;Papel kraft;350;PGL
1057532-110-COT26;60105704;Barras de pegamento libres de ácido;Pegamento en barra 21 gramos.;70;EA
1057532-110-COT26;44121708;Marcadores;destacadores de diferentes colores;50;EA
1057532-110-COT26;44121707;Lápices de colores;lápices de madera (12 colores);30;BX
1057532-110-COT26;60124317;Masa de modelado;plastilina (12 colores);5;BX
1057532-110-COT26;60121148;Papel lustre;10 block de papel lustre, tamaño 16x16;5;PACK
1057532-110-COT26;14111525;Papel multiuso;Opalina tamaño carta;4;PACK
1057532-110-COT26;60121109;Blocs de dibujo;block de dibujo medium 99 ¼ (37,5x53,5 cm);5;EA
1057532-110-COT26;60123601;Pegamento de purpurina;tubos de pegamento glitter glue (diferentes colores) (6x10 ml);15;EA
1057532-110-COT26;11151701;Hilo de lana;set de 10 ovillos de lana 10 grs. Diferentes colores.;15;PACK
1057532-110-COT26;44101801;Calculadoras o accesorios;calculadora 12 digitos;2;EA
1057532-110-COT26;12352310;Siliconas;barras de silicona;100;EA
1057532-110-COT26;46101504;Pistolas;Pistola de silicona;3;EA
1057532-110-COT26;44121708;Marcadores;Marcador Sharpie.;15;EA
1057532-110-COT26;55121616;Banderitas autoadhesivas;Banderas adhesivas colores.;30;EA
