CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-28-COT26;60105409;Materiales educativos de publicidad y marketing de marca;2 BOLSA DE GLOBOS DORADOS X 100;2;BG
1057532-28-COT26;60105409;Materiales educativos de publicidad y marketing de marca;50 METROS DE CINTA SATINADA DE COLOR TURQUESA;50;MTR
1057532-28-COT26;60105409;Materiales educativos de publicidad y marketing de marca;20 PLIEGOS DE GOMA EVA GLITTER COLOR MORADO.;20;PGL
1057532-28-COT26;60105409;Materiales educativos de publicidad y marketing de marca;20 PLIEGOS DE CARTULINA COLOR MORADO.;20;PGL
1057532-28-COT26;60105409;Materiales educativos de publicidad y marketing de marca;15 PLIEGOS DE CARTULINA COLOR DORADA.;15;PGL
1057532-28-COT26;60105409;Materiales educativos de publicidad y marketing de marca;CINTA ADHESIVA;6;EA
1057532-28-COT26;60105409;Materiales educativos de publicidad y marketing de marca;20 BARRAS DE SILICONA.;20;BAR
1057532-28-COT26;60105409;Materiales educativos de publicidad y marketing de marca;10 ROLLO DE TELA TUL TURQUESA;10;RO
1057532-28-COT26;60105409;Materiales educativos de publicidad y marketing de marca;2 PISTOLA DE SILICONA;2;EA
1057532-28-COT26;60105409;Materiales educativos de publicidad y marketing de marca;2 BOLSA DE GLOBOS DE COLOR MORADO METALIZADO X 100;2;BG
1057532-28-COT26;60105409;Materiales educativos de publicidad y marketing de marca;10 BOLSA DE PAPEL COLOR MORADO KRAFT;10;BG
1057532-28-COT26;60105409;Materiales educativos de publicidad y marketing de marca;10 CARPETAS DE COLOR MORADO T/OFICIO.;10;EA
1057532-8-COT26;53102512;pañuelos;PAQUETES DE PAÑUELOS DESECHABLES;5;PK
1057532-8-COT26;11111606;Pizarra;PIZARRA DE CORCHO;2;EA
1057532-8-COT26;24112404;Caja;CAJA CONTENEDORA.;2;BX
1057532-8-COT26;56121014;Percheros murales;PORTA FOLLETO MURAL;1;EA
