CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1077241-3-COT25;78101803;Servicios de transporte de vehículos;Servicio detallado en Bases de la Compra ágil. Adicionalmente se deben ingresar los formularios y documentos solicitados en dichos formularios.;1;EA
1057532-16-COT25;56111901;Iluminación, energía o componentes de datos industriales;-10 Metros de Cable TAC de 1 mm, Color Rojo. Según Especificaciones Técnicas Adjuntas.;10;MTR
1057532-16-COT25;56111901;Iluminación, energía o componentes de datos industriales;-1 Cinta Plástica SUP. N33 de 20 Metros 3/4. Según Especificaciones Técnicas Adjuntas.;1;EA
1057532-16-COT25;56111901;Iluminación, energía o componentes de datos industriales;-60 Terminal Macho Semi Aislada Azul Según Especificaciones Técnicas Adjuntas.;60;EA
1057532-16-COT25;56111901;Iluminación, energía o componentes de datos industriales;-06 Unidades, Panel Led 60X40 W, Blanco 220-240 V Según Especificaciones Técnicas Adjuntas.;6;EA
1057532-16-COT25;56111901;Iluminación, energía o componentes de datos industriales;-10 Metros de Cable TAC 1mm, Color Blanco.  Según Especificaciones Técnicas Adjuntas.;10;MTR
1057532-16-COT25;56111901;Iluminación, energía o componentes de datos industriales;-6 Kit Emergencia FSL para Panel 6 A 40 W Según Especificaciones Técnicas Adjuntas.;6;KIT
1057532-16-COT25;56111901;Iluminación, energía o componentes de datos industriales;-60 Conector Hembra C/Aislación 2.0 AZUL. Según Especificaciones Técnicas Adjuntas.;60;EA
1057532-16-COT25;56111901;Iluminación, energía o componentes de datos industriales;Soplete Yanes C/ Piezo 4001K;1;TUBO
1057532-20-COT25;90101802;Reparto de comidas a domicilio;Planilla total de Abarrotes en planilla adjunta, se debe ofertar la totalidad del requerimiento, debe adjuntar cotizacion.;1;000
1057532-17-COT25;42152701;Articuladores dentales o accesorios;Insumos Dentales / Según detalle y Especificaciones Adjuntas.;1;EA
