CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-83-COT26;12352310;Siliconas;SILICONA PARA AUTO;24;EA
1057532-83-COT26;47131803;Desinfectantes domésticos;DESINFECTANTE PARA WC, (referencia pato purific u otro) puede ofertar en pack de 3 unidades;200;EA
1057532-83-COT26;47131602;Paños de limpieza absorbente;TOALLAS HUMEDAS CON CLORO(Envase, Paquete o frasco);120;EA
1057532-84-COT26;14121503;Cartulina;PLIEGO DE CARTULINAS DIFERENTE COLORES;100;PGL
1057532-84-COT26;44102405;Etiquetadoras;SOBRE ETIQUETA AUTOADHESIVAS BLANCAS 212X138 MM ADETEC;8;SOBR
1057532-84-COT26;44121708;Marcadores;MARCADORES DE PIZARRA COLOR VERDE;5;EA
1057532-84-COT26;60123001;Figuras de goma Eva;SET DE GOMA SURTIDO COLORES, DE 20X30 CMS.;20;EA
1057532-84-COT26;24111502;Bolsas de papel;BOLSA PAPEL CRAFT DE 8X11X5 CMS. APROX.;100;BG
1057532-84-COT26;60101103;Globos terráqueos electrónicos;BOLSA DE GLOBOS COLORES SURTIDO, 100 UNIDADES;2;BG
1057532-84-COT26;44121707;Lápices de colores;CAJA LAPIZ SCRIPTO DE 12 COLORES;6;BX
1057532-84-COT26;12352310;Siliconas;BARRA DE SILICONA;20;BG
1057532-84-COT26;27112719;Pistola de encolar;PISTOLA DE SILICONA TAMAÑO 10 W;1;EA
1057532-84-COT26;11101501;Mica;CAJA DE MICA TERMOLAMINAR OFICIO 75 MIC. 100 UNIDADES;3;BX
1057532-84-COT26;60121109;Blocs de dibujo;5 BLOK DE DIBULO N°99 1/8 5 BLOK DE DIBULO N°99 1/9;10;EA
1057532-84-COT26;14111601;Papel, bolsas o cajas de regalo;BOLSA TRANSPARENTE DE CELOFAN DE 10X15 CMS, 1000 UNIDADES;1000;BG
1057532-84-COT26;31201521;Cinta metálica;AMARRAS METALICAS DIFERENTES COLORES, 1000 UNIDADES;1000;BG
1057532-84-COT26;60124317;Masa de modelado;MASA MOLDEABLE SLIME FOAMY;10;PK
1057532-84-COT26;14111525;Papel multiuso;CAJA DE OPALINA BLANCA LISA, TAMAÑO CARTA 200 GRS. 100 UNIDADES;4;BX
1057532-84-COT26;52151507;Bombillas o pajillas para beber;BOMBILLAS PLASTICAS SURTIDO COLORES PACK DE 100 UNIDADES;10;BG
1057532-84-COT26;14121812;Papel fotográfico;PAPEL FOTOGRAFICO A4 SET;2;PK
1057532-84-COT26;60121112;Cartón piedra;CARTON PIEDRA NEGRO DE 55X77 CMS.;10;PGL
1057532-84-COT26;44121506;Sobres estándar;SOBRE BLANCO EXTRA OFICIO / 50 UNIDADES;50;SOBR
1057532-62-COT26;42171502;Etiquetas triage de servicios médicos de urgencia;15 Kit de Triage, según EE.TT.;15;EA
