CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-101-COT26;55101520;Hojas o Folletos de Instrucciones;Talonario Exámenes 14 x 21,6 cm. 100 Hojas. Ayekan - Centro Kümelen.;20;EA
1057532-101-COT26;55101520;Hojas o Folletos de Instrucciones;Recetario 13,7 x 21,6 cm. 100 Hojas. Ayekan - Centro Kümelen.;50;EA
1057532-93-COT26;52151644;Rociadores de gatillo o pulverización de uso doméstico;ROCIADOR DE AGUA 500 CC. Según especificaciones adjuntas.;10;EA
1057532-93-COT26;14111701;Papel facial;PAÑUELOS DESECHABLES, CAJA DE 90 UNIDADES.;200;BX
1057532-107-COT26;50201706;Café;Tarro de Café 420 gramos;4;JR
1057532-107-COT26;50161510;Sacarina o sucralosa;Endulzante Stevia 400 ml;2;VI
1057532-107-COT26;50181905;Galletas dulces o pastelitos;Galleta de chocolate rellena de crema de naranja 126 gr. Caja contiene 30 unidades;1;BX
1057532-107-COT26;50201710;Té de hierbas;Té hierbas surtidas - 100 bolsas;1;BX
1057532-107-COT26;50201713;Bolsitas de te;Ceylán Premium 100 unidades/bolsitas;1;BX
1057532-107-COT26;50181909;Galletas saladas;Galleta Selz cracker 90g. Cada caja contiene 30 paquetes aprox.;1;BX
1057532-107-COT26;50181905;Galletas dulces o pastelitos;Galleta cereal fibra de cacao (135 g)/ 1 Caja (24 Aprox);1;BX
1057532-107-COT26;50161814;Dulces con azúcar o sustitutos;Azúcar Blanca granulada 1 Kilo;4;BG
1057532-107-COT26;50221202;Cereales en barra;Caja de Barras de Cereal de 8 unidades Chocolate, frutos secos, de 125 grs.;4;BX
