CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1057532-16-COT26;12352104;Alcoholes o sus sustitutos;Alcohol gel de 340 o 500 gramos aproximado, indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto. Se solicita vencimiento igual o superior a 12 meses.;200;VI
1057532-16-COT26;12352104;Alcoholes o sus sustitutos;Alcohol al 70% de 1 litro, indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto. Se solicita vencimiento igual o superior a 12 meses.;12;LTR
1057532-16-COT26;12352104;Alcoholes o sus sustitutos;Alcohol Isopropilico, de 1 litro, indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto. Se solicita vencimiento igual o superior a 12 meses.;200;LTR
1057532-16-COT26;47131803;Desinfectantes domésticos;Toallitas Desinfectantes, paquetes de 90 o 100 unidades, indicar o adjuntar registro sanitario el producto que no cuente con lo solicitado se declarará inadmisible su oferta. Adjunta ficha o descripción del producto. Se solicita vencimiento igual o superior a 12 meses.;6;PK
1057532-16-COT26;47131803;Desinfectantes domésticos;Toallas húmedas para uso en pacientes, sin alcohol, paquetes de 80 a 160 unidades y hipoalergénicas. Adjunta ficha o descripción del producto. Se solicita vencimiento igual o superior a 12 meses.;6;PK
1057532-16-COT26;47131801;Limpiadores de suelos;Limpia Pisos de 900 ml. Adjunta ficha o descripción del producto. Se solicita vencimiento igual o superior a 12 meses.;12;LTR
1057532-4-COT26;14111509;Artículos de papelería;PLIEGOS DE PAPEL ( VER ARCHIVO ADJUNTO);70;PGL
1057532-4-COT26;14111509;Artículos de papelería;OPALINA BLANCA ( VER ARCHIVO ADJUNTO)2;1;PK
1057532-4-COT26;14111509;Artículos de papelería;PAQUETE DE CARTULINA  ( VER ARCHIVO ADJUNTO);2;PK
1057532-4-COT26;14111509;Artículos de papelería;PAQUETE DE CARTULINA  ( VER ARCHIVO ADJUNTO);2;PK
1057532-4-COT26;14111509;Artículos de papelería;70 PACK GOMA EVA  ( VER ARCHIVO ADJUNTO);70;PACK
1057532-4-COT26;14111509;Artículos de papelería;2 SET DE MARCADORES  ( VER ARCHIVO ADJUNTO);2;PK
1057532-4-COT26;14111509;Artículos de papelería;2 PAQUETES DE MICA ( VER ARCHIVO ADJUNTO);2;PK
1057532-4-COT26;14111509;Artículos de papelería;CINTA DE ENMARCAR  ( VER ARCHIVO ADJUNTO);6;EA
1057532-4-COT26;14111509;Artículos de papelería;TINTA IMPRESORA  ( VER ARCHIVO ADJUNTO);6;EA
1057532-4-COT26;14111509;Artículos de papelería;BOLSA DE GLOBOS ( VER ARCHIVO ADJUNTO);6;BG
1057532-4-COT26;14111509;Artículos de papelería;BARRA DE SILICONA  ( VER ARCHIVO ADJUNTO);3;PK
1057532-4-COT26;14111509;Artículos de papelería;PAPEL CREPE  ( VER ARCHIVO ADJUNTO);5;PK
1057532-4-COT26;14111509;Artículos de papelería;PAPEL ENTRETENIDO ( VER ARCHIVO ADJUNTO);15;PK
1057532-4-COT26;14111509;Artículos de papelería;PAPEL FOTOGRAFICO  ( VER ARCHIVO ADJUNTO);2;PACK
1057532-4-COT26;14111509;Artículos de papelería;CHINCHE PUSH PIN ( VER ARCHIVO ADJUNTO);2;BX
1057532-18-COT26;42212203;Pastillero para recordar las píldoras para discapacitados físicos;Cortador de pastillas Material de plástico y cuchillo cortador de metal, dimensiones: Diámetro 5 cm | Alto 6,4 cm.;15;EA
1057532-18-COT26;42212203;Pastillero para recordar las píldoras para discapacitados físicos;Pastillero 1 toma de plástico rotulado con días de la semana igual o similar como se muestra en la imagen de EETT.;20;EA
1057532-18-COT26;42212203;Pastillero para recordar las píldoras para discapacitados físicos;Pastillero 2 tomas de plástico rotulado con días de la semana y horario de toma de fármaco igual o similar como se muestra en la imagen de EETT.;45;EA
1057532-18-COT26;42212203;Pastillero para recordar las píldoras para discapacitados físicos;Pastillero 3 tomas de plástico rotulado con días de la semana y horario de toma de fármaco igual o similar como se muestra en la imagen de EETT.;45;EA
1057532-18-COT26;42142523;Agujas hipodérmicas;"AGUJA HIPODERMICA 21 G X 1,0"" DESECHABLE ESTERIL (3 cajas de 100 unidades c/u) fecha de vencimiento igual o mayor a 2 años. Dar cumplimiento NT N°226.";300;EA
1057532-18-COT26;42311518;Almohadillas o parches médicos para los ojos;Parche adhesivo redondo (Caja de 100 unidades)fecha de vencimiento igual o mayor a 2 años. Dar cumplimiento  a NT. N° 226.;600;EA
1057532-18-COT26;51102710;Antisépticos basados en alcohol o acetona;TOALLITAS CON ALCOHOL (ALCOHOL PADS)Gasa no tejida saturada con alcohol isopropilico al 70% útil para desinfectar superficies, herramientas, piel. Libre de látex, color blanca, no presenta hilachas, fecha de vencimiento igual o mayor a 2 años. Dar cumplimiento  a NT. N° 226.;600;EA
1057532-18-COT26;42142609;Jeringas médicas con aguja;Jeringa 5 ml con aguja (jeringa 5 cc Luer lock que incluye aguja 21 Gx 1 1/2)fecha de vencimiento igual o mayor a 2 años. Dar cumplimiento  a NT. N° 226.;200;EA
1057532-19-COT26;26141703;Sistemas de dosimetría de patrón secundario;DOSIMETROS 10 DOSIMETROS PARA TRABAJADORES 1 DOSIMETRO DE CONTROL 1 DOSIMETRO AMBIENTAL DE ACUERDO A TERMINOS DE REFERENCIAS ADJUNTOS;12;EA
