CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1077241-4-COT25;81102202;Transporte urbano;Servicio detallado en Bases de Compra ágil. Debe adjuntar de forma obligatoria Formulario N°1 y N°2 de lo contrario su oferta será declarada inadmisible.;1;EA
1057532-25-COT25;90101802;Reparto de comidas a domicilio;Listado de cantidades de Abarrotes en planilla adjunta estos deben ser entregados en el mes de Enero y Febrero, se debe ofertar la totalidad del requerimiento, debe adjuntar cotización o planilla adjunta firmada por proveedor. La primera entrega debe realizarse el los 3 4 días hábiles siguientes a enviar la OC a proveedor y ser aceptada.;2;EA
1057532-26-COT25;56111901;Iluminación, energía o componentes de datos industriales;-06 Unidades, Panel Led 60X40 W, Blanco 220-240 V Según Especificaciones Técnicas Adjuntas.;6;EA
1057532-26-COT25;56111901;Iluminación, energía o componentes de datos industriales;-10 Metros de Cable TAC 1mm, Color Blanco. Según Especificaciones Técnicas Adjuntas.;10;MTR
1057532-26-COT25;56111901;Iluminación, energía o componentes de datos industriales;-1 Cinta Plástica SUP. N33 de 20 Metros 3/4. Según Especificaciones Técnicas Adjuntas.;1;EA
1057532-26-COT25;56111901;Iluminación, energía o componentes de datos industriales;-10 Metros de Cable TAC de 1 mm, Color Rojo. Según Especificaciones Técnicas Adjuntas.;10;MTR
1057532-26-COT25;56111901;Iluminación, energía o componentes de datos industriales;-6 Kit Emergencia FSL para Panel 6 A 40 W Según Especificaciones Técnicas Adjuntas.;6;KIT
1057532-22-COT25;44121506;Sobres estándar;Sobres Revistero Carta Blanco (Tamaño 23 X 30,5 cm);250;EA
1057532-22-COT25;44121506;Sobres estándar;Sobres saco ½ Oficio Blanco (Tamaño (20 x26 cm);250;EA
1057532-22-COT25;44121506;Sobres estándar;Sobres Oficio Tipo Saco (Tamaño (25 x 36 cm);250;EA
1057532-24-COT25;73101701;Servicios de producción de medicamentos o medicinas;Se requiere Tiamina 10mg comprimidos para tratamiento de pacientes para COSAM Rahue, indicar fecha de vencimiento y adjunta resolución sanitaria.;6720;CMP
