CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1180747-46-AG25;1;44111900;Equipos, accesorios y suministros de oficina / Accesorios de oficina y escritorio / Tableros o pizarras;44111908;Pizarras magnéticas y accesorios;PIZARRA MIXTA (BLANCA Y CORCHO), Acrílica 40x60 Cm, Borde de aluminio, Ganchos en la parte posterior para colgarla en la pared, Plazo de Entrega 5 días hábiles.;PIZARRA MIXTA (BLANCA Y CORCHO)  SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1.0;;41990.0;0.0;0.0
1180747-46-AG25;2;44111900;Equipos, accesorios y suministros de oficina / Accesorios de oficina y escritorio / Tableros o pizarras;44111908;Pizarras magnéticas y accesorios;PIZARRA BLANCA, 60x90 cm, Armazón de aluminio, Ganchos para colgar, con porta borrador, Plazo de Entrega 5 días hábiles.;PIZARRA BLANCA  SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1.0;;29948.0;0.0;0.0
1180747-44-AG25;1;56122000;Muebles y mobiliario / Mobiliario y accesorios institucional, escolar y educativo / Muebles de laboratorio;56122004;Módulos con fregadero o lavatorio;LAVATORIO ACERO INOXIDABLE, Medida: 40 cm diámetro x 12 a 13 cm, Marca: PLUM, Garantía Técnica 6 meses, Plazo de Entrega 5 días hábiles.;LAVATORIO ACERO INOXIDABLE   DE ACUERDO A ESPECIFICACIONES TÉCNICAS ADJUNTAS;2.0;;9890.0;0.0;0.0
1180747-51-AG25;1;47121500;Equipos y suministros de limpieza / Equipo de limpieza / Carros y accesorios para limpieza;47121501;Carros para limpieza;CARRO ASEO Y CARRO ESTRUJADOR, marca Stronger, Plazo de entrega 2 días hábiles.;CARRO ASEO;1.0;;130000.0;0.0;0.0
1180747-51-AG25;2;30191500;Artículos para estructuras, obras y construcciones / Equipo para construcción y mantenimiento / Escaleras y andamios;30191501;Escaleras;ESCALERA DOS PELDAÑOS, Plazo de entrega 2 días hábiles.;ESCALERA DOS PELDAÑOS;1.0;;29000.0;0.0;0.0
1180747-51-AG25;3;24101500;Equipamiento para manejo y estiba de materiales / Maquinaria para manejo de materiales / Camiones, carros y carretillas industriales;24101506;Carretillas de mano;CARRO TIPO YEGUA, marca Stanley, Plazo de Entrega 2 días hábiles.;CARRO TIPO YEGUA;1.0;;115000.0;0.0;0.0
1180747-43-AG25;1;52151600;Muebles, accesorios, electrodomésticos y productos electrónicos / Utensilios y baterías de cocina, vajillas y otros productos de uso doméstico / Utensilios de cocina domésticos;52151614;Coolers;COOLER TRANSPORTE MUESTRAS, Coleman Chiller 16qt/15,1lts Azul Ocean, Dimensiones: 30.5 cm x 40 cm x 28.3 cm, Garantía Técnica 6 meses, Plazo de Entrega 5 días hábiles.;COOLER TRANSPORTE MUESTRAS  SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1.0;;32891.0;0.0;0.0
1180747-48-AG25;1;47121700;Equipos y suministros de limpieza / Equipo de limpieza / Envases y accesorios para residuos;47121702;Envases para residuos o forros rígidos;Contenedor 120L gris, medidas: 97,4 cm de alto, 48 cm de ancho, 55,5 cm de largo, Plazo de Entrega 4 días hábiles.;Contenedor 120L gris;2.0;;38000.0;0.0;0.0
1180747-48-AG25;2;47121700;Equipos y suministros de limpieza / Equipo de limpieza / Envases y accesorios para residuos;47121702;Envases para residuos o forros rígidos;2 Contenedores gris con pedal 20L, medidas: 36,5 cm de largo, 31 cm de ancho, 38,5  cm de alto y 6 Contenedores gris con pedal 10L medidas: 32,5 cm de alto, 21 cm de ancho, 35,5  cm de largo, Plazo de Entrega 4 días hábiles.;2 Contenedor gris con pedal 20L y 6 Contenedor gris con pedal 10L;8.0;;16000.0;0.0;0.0
1180747-50-AG25;1;42251500;Equipamiento y suministros médicos / Productos de rehabilitación, terapia ocupacional y física / Productos de terapia y evaluación sensorial, perceptual, cognitiva y de desteridad;42251502;Productos de evaluación, ensayos sensoriales, perceptuales, de desteridad y cognitivos;SET EVALUACION DESARROLLO PSICOMOTOR (INCLUYE TEPSI Y EEDP), Plazo de entrega 5 días hábiles.;SET EVALUACION DESARROLLO PSICOMOTOR (INCLUYE TEPSI Y EEDP);2.0;;105000.0;0.0;0.0
