CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1057532-7-AG25;1;10151500;Artículos para plantas y animales / Semillas, bulbos y almácigos / Semillas y almácigos;10151520;Semillas o almácigos de acelga;La entrega semanal es de 2 paquetes de acelgas.  Frescas, en presentación de paquetes, hojas color verde uniforme, sanas tallos duros y blancos, sin suciedad, peso minimo de 800 grs.;;96.0;;2500.0;0.0;0.0
1057532-7-AG25;2;10151500;Artículos para plantas y animales / Semillas, bulbos y almácigos / Semillas y almácigos;10151503;Semillas o almácigos de apio;La entrega semanal es de 1 mata de Apio.  Hojas firmes y tersas, de color verde brillantes, en presentación de mata, peso mínimo 2 kg;;48.0;;2400.0;0.0;0.0
1057532-7-AG25;3;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;La entrega semanal es de 1 paquete de Betarraga. Frescas y tiernas, duras, sus hojas deben verse tiernas, en presentación de paquete, peso mínimo 1 kg.;;48.0;;2500.0;0.0;0.0
1057532-7-AG25;4;10151500;Artículos para plantas y animales / Semillas, bulbos y almácigos / Semillas y almácigos;10151515;Semillas o almácigos de cebolla;La entrega semanal es de 2 kilos de cebollas  Duras y secas, bien formadas y sin brotes, limpias, presentación por kilo.;;96.0;;1500.0;0.0;0.0
1057532-7-AG25;5;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;La entrega semanal es de 2 paquetes de Ciboulette. Color verde oscuro, hidratado, sin indicios de putrefacción, sin otros vegetales o elementos extraños en medio, presentación de paquetes, peso mínimo 100 grs.;;48.0;;2500.0;0.0;0.0
1057532-7-AG25;6;10151500;Artículos para plantas y animales / Semillas, bulbos y almácigos / Semillas y almácigos;10151515;Semillas o almácigos de cebolla;La entrega semanal es de 1 paquetes de Cilantro. Color verde oscuro, hidratado, con raíz y sin indicios de putrefacción, sin otros vegetales o elementos extraños en sus tallos, presentación de paquetes, peso mínimo 150 grs.;;48.0;;1500.0;0.0;0.0
1057532-7-AG25;7;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;La entrega semanal es de 1 Coliflor  Duras y firmes, blancas, presentación mínima por unidad 1,5 kg.;;48.0;;2500.0;0.0;0.0
1057532-7-AG25;8;50101600;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas;50101636;Fruta estable sin refrigerar;Furuta de la estacion  Ej: Uva, Durasno, Damasco, Frutilla, entrega semanal 2 kilos Sanas y firmes, sin indiciones de hongos o putrefacción.;;96.0;;3000.0;0.0;0.0
1057532-7-AG25;9;50101600;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas;50101634;Fruta fresca;La entrega sera de 3 Lechugas semanales  Firmes, verdes, sanas, tipo escarola, costina o española, presentación mínima por unidad 350 grs.;;144.0;;2500.0;0.0;0.0
1057532-7-AG25;10;50101600;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas;50101634;Fruta fresca;La entrega sera de 3 kilos de limon semanal. Maduros y firmes, sin hongos, presentación por kilo, peso mínimo unidad 150 grs 200 grs;;144.0;;2000.0;0.0;0.0
1057532-7-AG25;11;50101600;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas;50101634;Fruta fresca;La entrega sera de 2 kilos de manzanas semanal. Verdes o rojas (preferentemente fuji o royal gala), presentación por kilo, peso mínimo unidad 150 grs máximo 200 grs.;;96.0;;2500.0;0.0;0.0
1057532-7-AG25;12;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;La entrega sera de 2 kilos de naranjas semanal. Maduras y firmes, naranjas de mesa o jugo, presentación por kilo, peso mínimo unidad 150 grs máximo 200 grs.;;96.0;;2500.0;0.0;0.0
1057532-7-AG25;13;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;La entrega sera de 1 kilo de Palta semanal. Firmes y sanas, referencia Hass o Edranol, peso mínimo unidad 200 grs.;;48.0;;8000.0;0.0;0.0
1057532-7-AG25;14;50101600;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas;50101634;Fruta fresca;La entrega sera de 6 kilos de Papas semanales. Firmes e hidratados, color verde sin partes amarillas en su cáscara, presentación por unidad, peso mínimo 200 grs.;;300.0;;1500.0;0.0;0.0
1057532-7-AG25;15;50101600;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas;50101634;Fruta fresca;La entrega es de 4 pepinos Semanales.  Firmes e hidratados, color verde sin partes amarillas en su cáscara, presentación por unidad, peso mínimo 200 grs.;;192.0;;850.0;0.0;0.0
1057532-7-AG25;16;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;La entrega es de 2 kilos de peras semanales  Maduras y firmes, presentación por kilo, peso mínimo por unidad 150 grs máximo 200 grs;;96.0;;2500.0;0.0;0.0
1057532-7-AG25;17;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;La entrega es de 2 kilos de platanos semanales  Firmes, maduros, sin manchas, presentación por kilo, peso mínimo por unidad 150 grs máximo 200 grs.;;96.0;;2500.0;0.0;0.0
1057532-7-AG25;18;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;La entrega es de 1 repollo semanal.  Liso o crespo, frescos, sanos, presentación por unidad, peso mínimo 2 kg.;;48.0;;2800.0;0.0;0.0
1057532-7-AG25;19;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;La entrega es de 2 kilos de tomates semanales  Maduros, firmes y sanos, presentación por kilo, peso mínimo por unidad 150 grs máximo 200 grs.;;96.0;;2500.0;0.0;0.0
1057532-7-AG25;20;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;la entrega es de 3 kilos de Zanahorias. Firmes y sanas, libres de tierra, presentación por kilo.;;144.0;;1500.0;0.0;0.0
1057532-7-AG25;21;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;la entrega es de 2,5 kilos de Zapallo Camote  Zapallo maduro, sano, presentación por kilo.;;120.0;;1500.0;0.0;0.0
1057532-7-AG25;22;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;La entrega es de 6 Zapallos Italianos semanales  Sanos y firmes, presentación por unidad, peso mínimo 250 grs.;;288.0;;900.0;0.0;0.0
