CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1057976-13-SE25;1;80111600;Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Servicios de personal temporal;80111617;Servicios temporales de arquitectura;Adendum de Contrato Aprobado por Res. Exenta N°6479/15.04.2025.    Fecha visita día 12-11-2025.;"VISITA DE ESPECIALISTA ELÉCTRICO PARA LA OBRA ""REPOSICIÓN CECOSF EL ENCANTO, COMUNA DE PUYEHUE""";1.0;;713584.62;0.0;713584.62
1077241-117-AG25;1;55121700;Productos impresos y publicaciones / Etiquetado y accesorios / Etiquetado;55121727;Letreros;PENDON;;2.0;;27880.0;0.0;0.0
1057532-5098-SE25;1;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271701;Cilindros de gas médicos o dispositivos relacionad;recarga CILINDROS DE 6 m3 OXÍGENO;recarga CILINDROS DE 6 m3 OXÍGENO;4.0;;20304.0;0.0;81216.0
1057532-5098-SE25;2;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271701;Cilindros de gas médicos o dispositivos relacionad;Flete por CILINDROS;Flete por CILINDROS;29.0;;8849.0;0.0;256621.0
1057532-5098-SE25;3;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271701;Cilindros de gas médicos o dispositivos relacionad;RECARGA CILINDROS DE 0,4 m3 OXÍGENO;RECARGA CILINDROS DE 0,4 m3 OXÍGENO;25.0;;3384.0;0.0;84600.0
1057532-5444-AG25;1;42142500;Equipamiento y suministros médicos / Suministros y productos clínicos / Agujas clínicas;42142530;Agujas de tratamiento diagnóstico;"Aguja Múltiple con visor - 21G x 1 1/2 "", de TIPO ""greiner bio one"".  (50 unidades) adjunta ficha técnica de lo ofertado y vencimiento superior a 12 meses.";Segun cotizacion adjunta;6.0;;15400.0;0.0;0.0
1057532-5444-AG25;2;42132200;Equipamiento y suministros médicos / Vestuario clínico / Guantes médicos y accesorios;42132203;Guantes médicos de examen o para usos no quirúrgicos;Guantes talla M de NITRILO (100 unidades). Con fecha de vencimiento mayor a 12 meses y adjunta ficha técnica de lo ofertado.;Segun cotizacion adjunta;10.0;;2800.0;0.0;0.0
1057532-5444-AG25;3;42142600;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;42142609;Jeringas médicas con aguja;"Jeringa 3 cc con aguja 21Gx 1 1/2"" luer lock (100 unidades). Con fecha de vencimiento mayor a 12 meses y adjunta ficha técnica de lo ofertado.";Segun cotizacion adjunta;4.0;;3738.0;0.0;0.0
1057532-5444-AG25;4;11121800;Productos derivados de minerales, plantas y animales / Productos no comestibles de origen vegetal / Fibras vegetales;11121802;Algodón;Torulas de algodón 0.5 gr, (100 unidades cada bolsa). Con fecha de vencimiento mayor a 12 meses y adjunta ficha técnica de lo ofertado.;Segun cotizacion adjunta;10.0;;621.0;0.0;0.0
1057532-5404-AG25;1;80111500;Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Consultorías para el desarrollo de recursos humanos;80111504;Formación, capacitación y entrenamiento de personal;Jornada de Sensibilización  Intercultural para funcionarios  del dispositivo Kümelen;Jornada de Interculturalidad en Salud y aproximaciones locales con pertinencia cultural mapuche huilliche, para funcionarios del centro Kümelen, 8 hras relatoría, cafetería y espacio con pertinencia cultural.;1.0;;427000.0;0.0;0.0
1057922-82-AG25;1;42204000;Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Productos de protección y resguardo radiológico médico;42204005;Guantes médicos de resguardo radiológico;Guantes Plomados / Según Especificaciones Adjuntas;Guantes plomados (cod 683300), Plazo de entrega: 45 días corridos Garantía: 24 meses;1.0;;460217.0;0.0;0.0
1057922-82-AG25;2;42204000;Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Productos de protección y resguardo radiológico médico;42204002;Cortinas o máscaras o delantales médicos de resguardo radiológico;Kit de Protección Radiológica / Según Especificaciones Adjuntas;Kit de protección radiológica (cod DTL-CHILD-TC, DTL-ADULT-TC,DTL-TECH), Plazo de entrega: 45 días corridos Garantía: 24 meses;1.0;;1036751.0;0.0;0.0
1057922-82-AG25;3;42204000;Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Productos de protección y resguardo radiológico médico;42204002;Cortinas o máscaras o delantales médicos de resguardo radiológico;Protector Gonadal / Según Especificaciones Adjuntas;Protector Gonadal (cod PGS-L1), Plazo de entrega: 45 días corridos Garantía: 24 meses;1.0;;298382.0;0.0;0.0
1057922-82-AG25;4;42204000;Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Productos de protección y resguardo radiológico médico;42204002;Cortinas o máscaras o delantales médicos de resguardo radiológico;Protector Tiroideo Adulto / Según Especificaciones Adjuntas;Protector Tiroideo Adulto (cod TCV-M1), Plazo de entrega: 45 días corridos Garantía: 24 meses;2.0;;116318.0;0.0;0.0
1057922-82-AG25;5;42204000;Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Productos de protección y resguardo radiológico médico;42204002;Cortinas o máscaras o delantales médicos de resguardo radiológico;Protector Tiroideo Pediátrico / Según Especificaciones Adjuntas;Protector Tiroideo Pediátrico (cod TCV-XS), Plazo de entrega: 45 días corridos Garantía: 24 meses;2.0;;111261.0;0.0;0.0
1057922-82-AG25;6;42204000;Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Productos de protección y resguardo radiológico médico;42204002;Cortinas o máscaras o delantales médicos de resguardo radiológico;Set Delantal Plomado / Según Especificaciones Adjuntas;Set delantal plomado (cod SPLM-L, SPLM-XS), Plazo de entrega: 45 días corridos Garantía: 24 meses;1.0;;900204.0;0.0;0.0
1057922-82-AG25;7;46181800;Equipos y suministros de defensa, orden público, protección y seguridad / Seguridad y protección personal / Equipos y accesorios para protección de la visión y los ojos;46181802;Lentes de protección;Lentes Plomados / Según Especificaciones Adjuntas;Lente plomado (cod RG-33), Plazo de entrega: 45 días corridos Garantía: 24 meses;1.0;;139230.0;0.0;0.0
1057922-82-AG25;8;44111900;Equipos, accesorios y suministros de oficina / Accesorios de oficina y escritorio / Tableros o pizarras;44111910;Colgadores;Colgador Delantal Plomado / Según Especificaciones Adjuntas;Colgador delantal plomado (cod CDP 004), Plazo de entrega: 45 días corridos Garantía: 24 meses;1.0;;319568.0;0.0;0.0
1057922-48-AG25;1;42222100;Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Sistemas de transporte y suspensión de equipo arterial e intravenoso;42222104;Portasuero o pedestal de línea arterial o intravenosa;Soporte Universal, Según especificaciones adjuntas;Porta Sueros  Marca: Provita  Modelo: I-O12112  Procedencia: Alemania   Garantía: 2 años (24 meses)  Plazo de Entrega: 65 días.  De acuerdo a cotización adjunta;1.0;;359741.0;0.0;0.0
