CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1057922-164-SE25;1;45111600;Equipos y suministros de imprenta, fotográficos y audiovisuales / Equipos de composición y presentación audiovisual / Proyectores y suministros;45111609;Proyectores multimedia;PROYECTOR PORTATIL   MARCA: EPSON   MODELO: EPIQVISION CO-FH02  GARANTIA TECNICA: 24 MESES  PLAZO DE ENTREGA: MENOR A 11 DÍAS CORRIDOS  SEGUN ESPECIFICACIONES TECNICAS;PROYECTOR  SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS;1.0;;499875.0;0.0;499875.0
1057922-155-SE25;1;47111500;Equipos y suministros de limpieza / Equipo industrial de lavandería y limpieza en seco / Equipos de lavado y secado;47111502;Lavadoras tipo lavandería;LAVADORA  SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS;LAVADORA  MARCA: SAMSUNG  MODELO: WD11M4473MW/ZS  GARANTÍA TÉCNICA: 24 MESES  PLAZO DE ENTREGA: 10 DÍAS CORRIDOS;1.0;;413071.0;0.0;413071.0
1057922-155-SE25;2;24131500;Equipamiento para manejo y estiba de materiales / Refrigeración industrial / Refrigeradores industriales;24131501;Refrigerador y congelador combinado;REFRIGERADOR 120 LT  DE ACUERDO A ESPECIFICACIONES TÉCNICAS ADJUNTAS.;REFRIGERADOR 120 LT  MARCA: MAIGAS  MODELO: HS-147R  GARANTÍA TÉCNICA: 24 MESES  PLAZO DE ENTREGA: 10 DÍAS CORRIDOS;1.0;;212788.0;0.0;212788.0
1057922-155-SE25;3;52161500;Muebles, accesorios, electrodomésticos y productos electrónicos / Equipos y accesorios audiovisuales / Equipos audiovisuales y de electrónica menor;52161505;Televisores convencionales, de plasma y LCD;"TELEVISOR 43""  DE ACUERDO A ESPECIFICACIONES TÉCNICAS ADJUNTAS.";"TELEVISOR 43""  MARCA: LG  MODELO: 43UA7500PSA  GARANTÍA TÉCNICA: 24 MESES  PLAZO DE ENTREGA: 10 DÍAS CORRIDOS";1.0;;327925.0;0.0;327925.0
1057532-5638-AG25;1;39111600;Artículos eléctricos y de iluminación / Artefactos y accesorios de iluminación / Iluminación de interiores;39111609;Linternas de queroseno, propano o butano;Adquisición de linterna frontal igual o similar a:EINSTEIN 1500 FLEX de NEBO, adjunta ficha técnica de lo ofertado las ofertas que no envíen la ficha tecnica no serán evaluada se declararán inadmisibles.;Segun ficha tecnica adjunta;25.0;;49000.0;0.0;0.0
1057532-5362-AG25;1;45111600;Equipos y suministros de imprenta, fotográficos y audiovisuales / Equipos de composición y presentación audiovisual / Proyectores y suministros;45111603;Pantallas de proyección;Arriendo de pantalla Led con Atril y Operador, se debe adjuntar obligatoriamente Formulario N°2 firmado;;1.0;;250000.0;0.0;0.0
1057922-165-SE25;1;43212100;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras;43212113;Impresoras de etiquetas o discos compactos (CD);IMPRESORA DE ETIQUETAS DE MUESTRAS  MARCA:ZEBRA  MODELO:ZD220  GARANTIA TECNICA:24 MESES  PLAZO DE ENTREGA: MENOR A 11 DÍAS CORRIDOS;IMPRESORA ETIQUETAS TOMA DE MUESTRA  SEGUN ESPECIFICACIONES TÉCNICAS ADJUNTAS;3.0;;232000.0;0.0;696000.0
1057922-154-SE25;1;42142600;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;42142601;Jeringas médicas de aspiración o irrigación;Bomba de Aspiración Universal, marca/modelo Askir 36 BR, Garantía Técnica 12 meses, Plazo de Entrega 20 días corridos.;BOMBA DE ASPIRACION CON BATERIA ASKIR 36 BR;2.0;;525000.0;0.0;1050000.0
1057532-5508-AG25;1;49221500;Equipos, suministros y accesorios deportivos y recreativos / Equipos y accesorios de deportes / Accesorios para deportes;49221506;Colchonetas;Colchonetas de ejercicios, segun especificaciones adjuntas.;;6.0;;22314.0;0.0;0.0
1057532-5508-AG25;2;42251600;Equipamiento y suministros médicos / Productos de rehabilitación, terapia ocupacional y física / Equipo y dispositivos para ejercicios de rehabilitación;42251608;Bandas para ejercicios de resistencia, masilla o tubos para rehabilitación o terapia;Foam Roller (Rodillo de masaje), según especificaciones adjuntas.;;2.0;;13190.0;0.0;0.0
1057532-5508-AG25;3;42251600;Equipamiento y suministros médicos / Productos de rehabilitación, terapia ocupacional y física / Equipo y dispositivos para ejercicios de rehabilitación;42251608;Bandas para ejercicios de resistencia, masilla o tubos para rehabilitación o terapia;Rollo masajeador de pie, segun especificaciones adjuntas.;;3.0;;21113.0;0.0;0.0
