CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1057532-5170-AG25;1;14121800;Productos de papel / Papel y cartón para uso industrial / Papeles bañados;14121812;Papel fotográfico;Papel Fotografico, Tamaño A4 de 180 gramos, cada Pack debe contener 100 hojas;;15.0;;5981.0;0.0;0.0
1057532-5170-AG25;2;14111500;Productos de papel / Productos de papel / Papel de imprenta y escritura;14111528;Papel magnético;Papel magnetico tamaño carta para imprimir, cada sobre debe contener 5 hojas, a impresión inkjet.;;15.0;;10576.0;0.0;0.0
1057532-5170-AG25;3;14111500;Productos de papel / Productos de papel / Papel de imprenta y escritura;14111507;Papel para fotocopiadora o impresora;4 cajas Caja de resmas de papel blanco, tamaño carta, cada caja debe contener 10 resma de 500 hojas blancas de 75 de gramatura.;;40.0;;3468.0;0.0;0.0
1057532-5170-AG25;4;55101500;Productos impresos y publicaciones / Medios impresos / Publicaciones impresas;55101520;Hojas o Folletos de Instrucciones;Papel cocuhe Mate, de 130 grs, resma tamaño carta, cada resma debe contener 100 hojas.;PAPEL COUCHE 130G TAMAÑO CARTA OPACO 250 UNIDADES;10.0;;3712.0;0.0;0.0
1057532-5170-AG25;5;14111500;Productos de papel / Productos de papel / Papel de imprenta y escritura;14111525;Papel multiuso;Papel Opalina Blanca, Lisa, Tamaño Carta, 200 grs, cada pack debe contener 100 hojas.;;15.0;;8446.0;0.0;0.0
1057532-5170-AG25;6;44102000;Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Suministros para plastificado;44102001;Lámina para plastificar;Laminas para termolaminar, tamaño oficio, espesor delgado de 75-80 micrones.;;200.0;;125.0;0.0;0.0
1057532-5086-SE25;1;73152100;Servicios de producción y fabricación industrial / Servicios de apoyo o soporte a la fabricación / Servicios de mantenimiento y reparación de equipo de fabricación;73152101;Servicio de mantenimiento de equipo de fabricación;Mantención Preventiva de 1 Monitor Desfibrilador y 2 Monitores signos vitales Cosam Oriente;MANTENCIÓN DE MONITORES DE SIGNOS VITALES Y DESFIBRILADORES;3.0;;21000.0;0.0;63000.0
1077241-136-AG25;1;60124300;Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Equipos de arte y manualidades, accesorios y suministros / Compuestos de modelado y arcilla, equipos de cerámica y accesorios;60124317;Masa de modelado;MASITAS MOLDEABLES.;;10.0;;4000.0;0.0;0.0
1077241-136-AG25;2;60124300;Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Equipos de arte y manualidades, accesorios y suministros / Compuestos de modelado y arcilla, equipos de cerámica y accesorios;60124317;Masa de modelado;MASAS TERAPEUTICAS;;3.0;;7500.0;0.0;0.0
1077241-136-AG25;3;42251500;Equipamiento y suministros médicos / Productos de rehabilitación, terapia ocupacional y física / Productos de terapia y evaluación sensorial, perceptual, cognitiva y de desteridad;42251502;Productos de evaluación, ensayos sensoriales, perceptuales, de desteridad y cognitivos;1 PAX DE 18 TUBOS SENSORIALES;;1.0;;16500.0;0.0;0.0
1077241-136-AG25;4;42251500;Equipamiento y suministros médicos / Productos de rehabilitación, terapia ocupacional y física / Productos de terapia y evaluación sensorial, perceptual, cognitiva y de desteridad;42251502;Productos de evaluación, ensayos sensoriales, perceptuales, de desteridad y cognitivos;FIDGET TOYS;;1.0;;20000.0;0.0;0.0
1077241-136-AG25;5;42251600;Equipamiento y suministros médicos / Productos de rehabilitación, terapia ocupacional y física / Equipo y dispositivos para ejercicios de rehabilitación;42251619;Arcillas de cerámica terapéuticas o accesorios;MASAS MAGICAS;;5.0;;12500.0;0.0;0.0
1077241-136-AG25;6;60124500;Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Equipos de arte y manualidades, accesorios y suministros / Suministros y accesorios de escultura;60124515;Juguetes cognitivos;JUGUETES ANTIESTRES;;3.0;;10000.0;0.0;0.0
1077241-136-AG25;7;60124500;Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Equipos de arte y manualidades, accesorios y suministros / Suministros y accesorios de escultura;60124515;Juguetes cognitivos;JUGUETE.;;1.0;;20000.0;0.0;0.0
1057532-5087-SE25;1;73152100;Servicios de producción y fabricación industrial / Servicios de apoyo o soporte a la fabricación / Servicios de mantenimiento y reparación de equipo de fabricación;73152101;Servicio de mantenimiento de equipo de fabricación;Mantención Preventiva de 4 Monitores signos vitales DSSO (bodega SAMU);MANTENCIÓN DE MONITORES DE SIGNOS VITALES Y DESFIBRILADORES;4.0;;21000.0;0.0;84000.0
1057922-141-SE25;1;39121100;Artículos eléctricos y de iluminación / Equipamiento y artículos eléctricos / Tableros y accesorios de control y distribución;39121106;Sistemas de control o vigilancia de potencia;PROVISION E INSTALACIÓN SISTEMA CÁMARA DE VIGILANCIA PARA SERVICIO DE SALUD OSORNO EDIFICIO MANUEL RODRIGUEZ  DE ACUERDO A ESPECIFICACIONES TÉCNICAS ADJUNTAS;PROVISION E INSTALACIÓN SISTEMA CÁMARA DE VIGILANCIA PARA SERVICIO DE SALUD OSORNO EDIFICIO MANUEL RODRIGUEZ  PLAZO DE EJECUCIÓN: HASTA 5 DÍAS CORRIDOS.;1.0;;10000000.0;0.0;10000000.0
1057532-5088-SE25;1;73152100;Servicios de producción y fabricación industrial / Servicios de apoyo o soporte a la fabricación / Servicios de mantenimiento y reparación de equipo de fabricación;73152101;Servicio de mantenimiento de equipo de fabricación;Mantención Preventiva de 1 DEA, SAFU;MANTENCIÓN DE MONITORES DE SIGNOS VITALES Y DESFIBRILADORES;1.0;;21000.0;0.0;21000.0
1057532-5261-SE25;1;91111900;Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;MENSUALIDAD / SEPTIMBRE 2025.;CONTRATACION DE CUPOS PARA EL SERVICIO DE ADMINISTRACIÓN DEL BENEFICIO DE SALA CUNA PARA HIJOS/AS FUNCIONARIAS DEPENDIENTES DEL SERVICIO DE SALUD OSORNO, AÑO 2025;9.0;;390000.0;0.0;3510000.0
1057532-5261-SE25;2;91111900;Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;MATRICULA / SEPTIEMBRE 2025.;CONTRATACION DE CUPOS PARA EL SERVICIO DE ADMINISTRACIÓN DEL BENEFICIO DE SALA CUNA PARA HIJOS/AS FUNCIONARIAS DEPENDIENTES DEL SERVICIO DE SALUD OSORNO, AÑO 2025;1.0;;380000.0;0.0;380000.0
1057532-5199-SE25;1;26111600;Maquinaria para generación y distribución de energía / Transmisión de energía eléctrica, mecánica y cinética / Grupos electrógenos;26111602;Generadores hidroeléctricos;Convenio de Servicios de mantención de Grupos Electrógenos de establecimientos dependientes del Servicio de Salud Osorno, periodo 2024-2025.  Mantención Preventiva Generador Mamógrafo Móvil. Octubre 2025.;Servicio de mantención de Grupos Electrógenos según bases técnicas.;1.0;;294000.0;0.0;294000.0
1057532-5423-AG25;1;42181800;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Oxímetros de pulso;42181801;Unidades de oxímetros de pulso;Tensiómetro digital de brazo.;TENSIÓMETRO DE BRAZO YUWELL / Pantalla LCD, hasta 90 memorias de almacenamiento. Además, cuenta con brazalete con circunferencia de 22-45 cm.;1.0;;25000.0;0.0;0.0
1057532-5423-AG25;2;41114500;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos mecánicos;41114509;Tensiómetros;Oxímetro de pulso Saturómetro digital;Oximetro de Pulso de dedo- Saturometro adulto Choicemmed®, incluye pilas, protector de silicona, estuche, certificación CE.;1.0;;19500.0;0.0;0.0
1057532-5085-SE25;1;73152100;Servicios de producción y fabricación industrial / Servicios de apoyo o soporte a la fabricación / Servicios de mantenimiento y reparación de equipo de fabricación;73152101;Servicio de mantenimiento de equipo de fabricación;Mantención Preventiva de 1 Monitor Desfibrilador Cosam Rahue;MANTENCIÓN DE MONITORES DE SIGNOS VITALES Y DESFIBRILADORES;1.0;;21000.0;0.0;21000.0
