CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1057532-4971-AG25;1;10161700;Artículos para plantas y animales / Productos de floricultura y silvicultura / Flores cortadas;10161707;Arreglo de flores cortadas;ARREGLO FLORAL;;1.0;;58000.0;0.0;0.0
1057532-5524-SE25;1;78121600;Servicios de transporte, almacenaje y correo / Manejo, manipulación y embalaje de material / Servicios de manipulación de materiales;78121601;Servicios de flete;SERVICIO DE MUDANZA PARA PROFESIONALES FUNCIONARIOS, POR INICIO Y RETORNO DE PROFESIONALES FUNCIONARIOS, DE ACUERDO A LO QUE SEÑALA EL ART. 29 INCISO 1° DE LA LEY N° 15.076”. fecha y dia de mudanza segun inventario adjunto.;SERVICIO DE MUDANZA, SE CONSIDERA EMBALAJE Y DESEMBALAJE, PERSONAL ALTAMENTE CALIFICADO, CAMIONES CERRADOS Y CUSTODIADOS POR GPS, CONTAMOS CON POLIZAS DE CARGA .;1.0;;700000.0;0.0;700000.0
1057532-4745-SE25;1;85122200;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales;85122201;Exámenes médicos;INSUMOS PARA EXAMENES DE LABORATORIO TIPO POC, CON ARRIENDO DE EQUIPOS (HOSPITAL RIO NEGRO, HOSPITAL PUERTO OCTAY, HOSPITAL PU MULEN QUILACAHUIN, HOSPITAL FUKA SRUKA LAWENCHE KUNKO MAPU MO, CESFAM PUYEHUE);Cartridge para gasometría en sangre total, compatible con analizador POC (CG4+);675.0;;7272.0;0.0;4908600.0
1057532-4745-SE25;2;85122200;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales;85122201;Exámenes médicos;INSUMOS PARA EXAMENES DE LABORATORIO TIPO POC, CON ARRIENDO DE EQUIPOS (HOSPITAL RIO NEGRO, HOSPITAL PUERTO OCTAY, HOSPITAL PU MULEN QUILACAHUIN, HOSPITAL FUKA SRUKA LAWENCHE KUNKO MAPU MO, CESFAM PUYEHUE);Cartridge para determinación de troponinas en sangre total, compatible con analizador POC (CTnI);575.0;;16000.0;0.0;9200000.0
1057532-4745-SE25;3;85122200;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales;85122201;Exámenes médicos;INSUMOS PARA EXAMENES DE LABORATORIO TIPO POC, CON ARRIENDO DE EQUIPOS (HOSPITAL RIO NEGRO, HOSPITAL PUERTO OCTAY, HOSPITAL PU MULEN QUILACAHUIN, HOSPITAL FUKA SRUKA LAWENCHE KUNKO MAPU MO, CESFAM PUYEHUE);Controles de calidad nivel normal para pruebas bioquimicas y hematólogicas básicas en sangre total, compatible con analizador POC. (tricontrol);6.0;;6000.0;0.0;36000.0
1057532-4745-SE25;4;85122200;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales;85122201;Exámenes médicos;INSUMOS PARA EXAMENES DE LABORATORIO TIPO POC, CON ARRIENDO DE EQUIPOS (HOSPITAL RIO NEGRO, HOSPITAL PUERTO OCTAY, HOSPITAL PU MULEN QUILACAHUIN, HOSPITAL FUKA SRUKA LAWENCHE KUNKO MAPU MO, CESFAM PUYEHUE);Controles de calidad nivel normal para troponinas en sangre total, compatible con analizador POC. (CTnI);3.0;;14000.0;0.0;42000.0
1057532-5584-AG25;1;25172500;Vehículos y equipamiento en general / Componentes para vehículos en general / Neumáticos y cámaras de neumáticos;25172504;Neumáticos para camionetas o automóviles;NEUMATICOS 205-75 R16   GARANTÍA MÍNIMA DE 5 AÑOS   SEGUN ESPECIFICACIONES ADJUNTAS;NEUMATICO DAVANTI 205/75 R16C VANTOURA DX450 113/111R  INCLUYE VALVULAS STD, MONTAJE, BALANCEO, ALINEACIÓN Y SANITIZACION DE CABINA;6.0;;103534.0;0.0;0.0
1057727-59-AG25;1;54111500;Productos para relojería, joyería y gemas / Relojes / Relojes de pulsera o bolsillo;54111501;Relojes de pulsera;21 RELOJ PULSERA DAMA.;;21.0;;42000.0;0.0;0.0
1057727-59-AG25;2;54111500;Productos para relojería, joyería y gemas / Relojes / Relojes de pulsera o bolsillo;54111501;Relojes de pulsera;11 RELOJ PULSERA HOMBRE.;;11.0;;42000.0;0.0;0.0
1057532-5711-SE25;1;51181800;Medicamentos y productos farmacéuticos / Hormonas y antagonistas hormonales / Estrógenos, progesteronas y anticonceptivos internos;51181818;Progesterona;PROGESTERONA MICRONIZADA CM/CP 100MG;881404 PROGENDO 100 MG CAJA X 30 CAPSULAS PA PROGESTERONA MICRONIZADA 100 MG  REG ISP F-20625, PLAZO DE ENTREGA 48 HORAS HÁBILES, POLÍTICAS DE CANJE:CAMBIO DE  PRODUCTO 30 DÍAS ANTES Y 30 DÍAS DESPUÉS DE LA FECHA DE VENCIMIENTO, PRESENTACIÓN CAJA  30;3990.0;;390.0;0.0;1556100.0
