CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1057532-21-SE26;1;30222500;Artículos para estructuras, obras y construcciones / Construcciones permanentes / Construcciones para alojamiento;30222501;Casas residenciales;Adquisición 8 cupos Día Hogar Protegido para hombres para el Servicio de Salud Osorno en la Provincia de Osorno” (RES EXENTA N°17422/29.12.2023;Adquisición 8 cupos Día Hogar Protegido para hombres para el Servicio de Salud Osorno en la Provincia de Osorno” (RES EXENTA N°17422/29.12.2023// CATEGORIA 3 (1 usuario);31.0;;60000.0;0.0;1860000.0
1057532-21-SE26;2;30222500;Artículos para estructuras, obras y construcciones / Construcciones permanentes / Construcciones para alojamiento;30222501;Casas residenciales;Adquisición 8 cupos Día Hogar Protegido para hombres para el Servicio de Salud Osorno en la Provincia de Osorno” (RES EXENTA N°17422/29.12.2023;Adquisición 8 cupos Día Hogar Protegido para hombres para el Servicio de Salud Osorno en la Provincia de Osorno” (RES EXENTA N°17422/29.12.2023// CATEGORIA 1 (6 usuarios) / Reajustado.;194.0;;26582.0;0.0;5156908.0
1057532-27-SE26;1;78111800;Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera;78111802;Servicios de autobuses regulares, recorridos fijos;Servicio de Movilización Newen //Viajes diarios Urbanos.  10575323-81-LQ24, RE_17563/2024 APRUEBA CONTRATO;Amplia experiencia en el rubro de transporte de pasajeros;21.0;;76300.0;0.0;1602300.0
1057532-33-SE26;1;42191800;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Camas para pacientes y accesorios;42191810;Colchones o accesorios de cuidado del paciente;Ítem 6: Cojín Antiescaras Viscoelástico;ID 2230003: COJIN ANTIESCARAS LESENHILF VISCOELÁSTICO;40.0;;20100.0;0.0;804000.0
1057532-33-SE26;2;42191800;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Camas para pacientes y accesorios;42191810;Colchones o accesorios de cuidado del paciente;ítem 8: Silla de ruedas estándar urbana;ID 2333009: SILLA DE RUEDAS ESTANDAR URBANA LESENHILF;30.0;;88900.0;0.0;2667000.0
1057532-16-AG26;1;42241800;Equipamiento y suministros médicos / Productos medicinales para deportes, prostéticos y ortopédicos / Productos ortopédicos blandos para el torso y extremidad superior;42241803;Soportes para el cuello o collares cervicales;4 COLLARES CERVICAL LEADER ajustable (adulto) (Referencia)  •	Incluye los 4 tamaños estándar en un solo dispositivo, según protocolos de inmovilización cervical para adultos.  •	Asegura un ajuste simétrico.  •	Cierre audible y táctil para mayor seguridad.  •	Fácil acceso al pulso carotídeo.  •	Permite el acceso a técnicas avanzadas de vía aérea.  •	Material hipoalergénico.  •	Transparente a RX.  •	Medidas conforme a protocolos establecidos.;4 COLLARES CERVICAL LEADER ajustable (adulto) (Referencia)  •	Incluye los 4 tamaños estándar en un solo dispositivo, según protocolos de inmovilización cervical para adultos.  •	Asegura un ajuste simétrico.  •	Cierre audible y táctil para mayor seguridad.;4.0;;8286.0;0.0;0.0
1057532-16-AG26;2;53121600;Ropa, maletas y productos de aseo personal / Maletas, bolsos de mano, mochilas y estuches / Monederos, bolsos de mano y bolsas;53121603;Mochilas;2 MOCHILA  Y KIT EMERGENCIA  El kit contiene:  1 — Mochila Roja o Gris Básica 15 Litros,  1 — Linterna AA o Linterna LED recargable USB  1 — Alcohol gel 60 ml,  1 — Manta térmica 130 x 210 cms.,  1 — Toallitas húmedas o desinfectantes,  1 — Radio AM/FM,  4 — Pilas AA,  8 — Bolsas de agua de 125 ml o dos (02) de 500 ml – 5 años duración o una (1) de 1 litro – 10 años duración, según stock,  1 — Barra o ración calórica de 2400K o 2500K o 3600K o equivalente – 5 años duración, según stock,  1 — Fósforos resis;2 MOCHILA  Y KIT EMERGENCIA  El kit contiene:  1 — Mochila Roja o Gris Básica 15 Litros,  1 — Linterna AA o Linterna LED recargable USB  1 — Alcohol gel 60 ml,  1 — Manta térmica 130 x 210 cms.,  1 — Toallitas húmedas o desinfectantes,  1 — Radio AM/FM,;2.0;;66360.0;0.0;0.0
1057532-29-SE26;1;78111800;Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera;78111808;Arriendo de vehículos;SERVICIO DE MOVILIZACIÓN COSAM OSORNO ORIENTE/ DICIEMBRE 2025;SERVICIO DE MOVILIZACIÓN COSAM OSORNO ORIENTE/ DICIEMBRE 2025;21.0;;69100.0;0.0;1451100.0
1057532-48-SE26;1;51141700;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Agentes antipsicóticos;51141709;Flufenazina;FLUFENAZINA DECANOATO AM 250 MG/10 ML SOLUCION INYECTABLE;FLFN0250AMPO. FLUFENAZINA DEC.250 MG/10ML F.AMP.. ETHON. FLUFENAZINA. REG ISP F-21521. VCTO 30-07-2027.;10.0;;12990.0;0.0;129900.0
1057532-5794-TD25;1;85122200;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales;85122201;Exámenes médicos;SERVICIO DE ENDOSCOPIA DIGESTIVA ALTA PARA PACIENTES DE HOSPITALES PTO. OCTAY, QUILACAHUIN Y FUTA SRUKA LAWENCHE DE LA RED DEL SERVICIO DE SALUD OSORNO;SERVICIO DE ENDOSCOPIA DIGESTIVA ALTA PARA PACIENTES DE HOSPITALES PTO. OCTAY, QUILACAHUIN Y FUTA SRUKA LAWENCHE DE LA RED DEL SERVICIO DE SALUD OSORNO;1.0;;1.0;0.0;0.0
