CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1057532-4942-SE25;1;76111500;Servicios de limpieza industrial / Servicios de limpieza / Servicios de limpieza de edificios y oficinas en general;76111501;Servicios de limpieza de edificios;CONVENIO DE SERVICIO DE ASEO POR 18 MESES, AÑOS 2025-2026, PARA LA DIRECCION DEL SERVICIO DE SALUD OSORNO Y ESTABLECIMIENTOS DEPENDIENTES DE LA RED ASISTENCIAL DE SALUD, Y EN LOS QUE EL SSO ACTUÉ COMO UNIDAD TÉCNICA EN EJECUCIÓN DE OBRAS”.;EDIFICIO RODRIGUEZ / JULIO 2025;1.0;;1567980.0;0.0;1567980.0
1057532-4799-AG25;1;42222000;Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Bombas, analizadores, sensores y accesorios de infusión intravenosa;42222002;Bombas de infusión intravenosa con jeringa;Servicio de Mantención Preventiva Bombas de Infusión Base SAMU Osorno/Según Especificaciones adjuntas/Adjuntar y Completar Archivos Adjuntos.;Mantenimiento Preventivo Anual.;2.0;;98000.0;0.0;0.0
1057922-101-AG25;1;52161500;Muebles, accesorios, electrodomésticos y productos electrónicos / Equipos y accesorios audiovisuales / Equipos audiovisuales y de electrónica menor;52161505;Televisores convencionales, de plasma y LCD;"TELEVISOR 43"" / SEGÚN ESPECIFICACIONES ADJUNTAS";"Smart TV Led 43"" MASTER -G, Google TV Full HD Bluetooth MGG43FFK, Incluye Soporte Lcd Led Plasma De 26 A 55 Hasta 50kg, Plazo de entrega 5 días hábiles una vez aceptada la OC. Garantía 12 meses. Contacto cmella@mapue.cl.";11.0;;173226.0;0.0;0.0
1057922-99-AG25;1;52161500;Muebles, accesorios, electrodomésticos y productos electrónicos / Equipos y accesorios audiovisuales / Equipos audiovisuales y de electrónica menor;52161512;Parlantes;Parlante con USB / Según Especificaciones Adjuntas;PARLANTE JBL PARTYBOX ENCORE ESSENTIAL NEGRO, Plazo de entrega 5 días hábiles una vez aceptada la OC. Garantía 12 meses. Contacto cmella@mapue.cl.;2.0;;275872.0;0.0;0.0
1057532-4948-SE25;1;76111500;Servicios de limpieza industrial / Servicios de limpieza / Servicios de limpieza de edificios y oficinas en general;76111501;Servicios de limpieza de edificios;CONVENIO DE SERVICIO DE ASEO POR 18 MESES, AÑOS 2025-2026, PARA LA DIRECCION DEL SERVICIO DE SALUD OSORNO Y ESTABLECIMIENTOS DEPENDIENTES DE LA RED ASISTENCIAL DE SALUD, Y EN LOS QUE EL SSO ACTUÉ COMO UNIDAD TÉCNICA EN EJECUCIÓN DE OBRAS”.;EDIFICIO PLAZA SUR / JULIO 2025;1.0;;2730000.0;0.0;2730000.0
1057532-4949-SE25;1;76111500;Servicios de limpieza industrial / Servicios de limpieza / Servicios de limpieza de edificios y oficinas en general;76111501;Servicios de limpieza de edificios;CONVENIO DE SERVICIO DE ASEO POR 18 MESES, AÑOS 2025-2026, PARA LA DIRECCION DEL SERVICIO DE SALUD OSORNO Y ESTABLECIMIENTOS DEPENDIENTES DE LA RED ASISTENCIAL DE SALUD, Y EN LOS QUE EL SSO ACTUÉ COMO UNIDAD TÉCNICA EN EJECUCIÓN DE OBRAS”.;BASE SAMU / JULIO 2025;1.0;;1110000.0;0.0;1110000.0
1057922-79-AG25;1;49221500;Equipos, suministros y accesorios deportivos y recreativos / Equipos y accesorios de deportes / Accesorios para deportes;49221506;Colchonetas;Colchonetas Alta Densidad / Según Especificaciones Adjuntas  Plazo de Entrega 5 Días Hábiles, Garantía 12 Meses, EN CASO DE DEFECTO DE FABRICACIÓN, SE CAMBIAN EN PLAZO DE 5 DÍAS HÁBILES.;Colchoneta 150X50X5 (8 unidades), Colchoneta 150X50X10 (6 unidades), Material: Aglomerado de alta densidad, Densidad: 60 de alta densidad, Tela: Forrada en tela PVC, Impermeable y lavable, Costuras reforzadas en las 4 esquinas. Incluye cierre lateral,;14.0;;38000.0;0.0;0.0
1057922-81-AG25;1;42251600;Equipamiento y suministros médicos / Productos de rehabilitación, terapia ocupacional y física / Equipo y dispositivos para ejercicios de rehabilitación;42251610;Pelotas o accesorios terapéuticos;SET BALONES TERAPEUTICOS DE CUERPO / SEGÚN ESPECIFICACIONES ADJUNTAS;Set Balones terapéuticos para rehabilitación y fisioterapia CanDo Inflatable Exercise Ball: 1 amarillo (45 cm), 1 naranjo (55 cm), 1 verde (65 cm), 1 rojo (75 cm), 1 azul (85 cm), 1 Bombin Portatil Manual, Tiempo de Entrega: 25 días corridos;1.0;;147500.0;0.0;0.0
1057922-81-AG25;2;42251600;Equipamiento y suministros médicos / Productos de rehabilitación, terapia ocupacional y física / Equipo y dispositivos para ejercicios de rehabilitación;42251610;Pelotas o accesorios terapéuticos;SET BALONES TERAPEUTICOS DE MANO / SEGÚN ESPECIFICACIONES ADJUNTAS;Set de balones terapéuticos de mano para rehabilitación, CONTENIDO DEL SET: Grupo 1: Balones terapéuticos de gel, Grupo 2: Balones ejercitadores manuales, Tiempo de Entrega: 25 días corridos;1.0;;108900.0;0.0;0.0
1057922-81-AG25;3;49201600;Equipos, suministros y accesorios deportivos y recreativos / Equipos para entrenamiento físico / Equipo de entrenamiento de pesas y resistencia;49201609;Bandas de resistencia;SET DE BANDAS ELASTICAS / SEGÚN ESPECIFICACIONES ADJUNTAS;Set de rollos de bandas elásticas para ejercicio. Cando Go-Band Latex Free Exercise Band  Codificado por colores según la resistencia de la banda Tiempo de Entrega: 25 días corridos,;1.0;;294000.0;0.0;0.0
