CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1057532-242-SE26;1;72102300;Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Gasfitería, calefacción y aire acondicionado;72102301;Supervisión de instalación, ajuste o mantenimiento de calderas;Convenio Servicios de Mantención de Calderas y Red de Calefacción/Vapor de Establecimientos Dependientes del Servicio de Salud Osorno Periodo 2026-2027.;Recambio de bomba de recirculación y limpieza de red de calefacción con desincrustante. Ppto 718/26 (27. Circuitos de calefacción y 20 radiadores);1.0;;2100000.0;0.0;2100000.0
1057532-161-SE26;1;72102300;Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Gasfitería, calefacción y aire acondicionado;72102301;Supervisión de instalación, ajuste o mantenimiento de calderas;Convenio Servicios de Mantención de Calderas y Red de Calefacción/Vapor de Establecimientos Dependientes del Servicio de Salud Osorno Periodo 2026-2027.;Limpieza de estanque de combustible. Ppto 715/26 (22. Caldera Central a diesel);1.0;;450000.0;0.0;450000.0
1077241-7-AG26;1;31211500;Artículos de fabricación y producción / Pinturas, diluyentes y accesorios para pintado / Pinturas;31211507;Pinturas en aerosol;10 Spray diferentes colores (indicar en la cotización colores a ofertar. Según lo solicitado en las especificaciones).;SPRAY DIFERENTES COLORES 10 2.270 22.700  blanco, azul,morado, rosado, gris, negro,naranjo,  cafe, verde y rojo, De igual forma se consultara la preferencia;10.0;;2270.0;0.0;0.0
1077241-7-AG26;2;31211500;Artículos de fabricación y producción / Pinturas, diluyentes y accesorios para pintado / Pinturas;31211501;Pinturas al esmalte;2 Galón de Esmalte Sintético para Exteriores. Color Blanco.;2 Galon de Esmalte sintÃ©tico para exteriores Ceresita Blanco;2.0;;23600.0;0.0;0.0
1077241-7-AG26;3;31211900;Artículos de fabricación y producción / Pinturas, diluyentes y accesorios para pintado / Accesorios para pintar;31211904;Brochas;5 Brocha.;5 Brocha;5.0;;1600.0;0.0;0.0
1077241-7-AG26;4;46181500;Equipos y suministros de defensa, orden público, protección y seguridad / Seguridad y protección personal / Ropa protectora de seguridad contra materias peligrosas;46181504;Guantes protectores;12 Guantes de Látex.;12 Guantes de latex;12.0;;1100.0;0.0;0.0
1057532-253-SE26;1;85122200;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales;85122201;Exámenes médicos;INSUMOS PARA ANALISIS DE GASES SANGUINEOS, CON ARRIENDO DE EQUIPO (HOSPITAL DE PURRANQUE);Arriendo de equipo i-smart 300 / Enero 2026.;1.0;;707000.0;0.0;707000.0
1057532-174-SE26;1;30222500;Artículos para estructuras, obras y construcciones / Construcciones permanentes / Construcciones para alojamiento;30222501;Casas residenciales;ADQUISICIÓN 3 CUPOS RESIDENCIA PROTEGIDA PARA EL SERVICIO DE SALUD OSORNO EN LA REGIÓN METROPOLITANA / ENERO 2026;ADQUISICIÓN 3 CUPOS RESIDENCIA PROTEGIDA PARA EL SERVICIO DE SALUD OSORNO EN LA REGIÓN METROPOLITANA;93.0;;36925.0;0.0;3434025.0
1057532-275-AG26;1;50161500;Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de chocolates, azúcares y edulcorantes;50161509;Productos de edulcorantes o azúcares naturales;6 BOLSAS DE AZUCAR DE KG. C/U.;;6.0;;1410.0;0.0;0.0
1057532-275-AG26;2;50201700;Alimentos, bebidas y tabaco / Bebidas / Café y té;50201709;Café instantáneo;4 TARRO DE CAFE DE 400 GRAMOS C/U.;;4.0;;13600.0;0.0;0.0
1057532-275-AG26;3;50201700;Alimentos, bebidas y tabaco / Bebidas / Café y té;50201713;Bolsitas de te;300 BOLSA DE TE;;300.0;;28.0;0.0;0.0
1057532-275-AG26;4;50181900;Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces;50181905;Galletas dulces o pastelitos;GALLETA DE CHOCOLATE RELLENA;;15.0;;840.0;0.0;0.0
1057532-275-AG26;5;50181900;Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces;50181905;Galletas dulces o pastelitos;GALLETA CRACKELET X 85 GR.;;30.0;;470.0;0.0;0.0
1057532-275-AG26;6;50181900;Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces;50181905;Galletas dulces o pastelitos;GALLETA TUAREG COCO X 120 G.;;20.0;;830.0;0.0;0.0
1057532-275-AG26;7;50181900;Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces;50181905;Galletas dulces o pastelitos;GALLETA CHOCO CHIPS 125 G.;;16.0;;860.0;0.0;0.0
1057532-275-AG26;8;50192100;Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Tentempiés;50192110;Nueces o frutos secos;BOLSA MIX FRUTOS SECOS X 150 GR.;;30.0;;1320.0;0.0;0.0
1057532-275-AG26;9;52151500;Muebles, accesorios, electrodomésticos y productos electrónicos / Utensilios y baterías de cocina, vajillas y otros productos de uso doméstico / Utensilios de cocina domésticos desechables;52151504;Tazas o vasos desechables domésticos;VASOS POLIPAPEL KRAFT 118 ML.;;200.0;;34.0;0.0;0.0
1057532-275-AG26;10;41123400;Equipamiento para laboratorios / Suministros para laboratorios / Dispositivos de dosificación;41123402;Cucharas de dosificación;3.000 REVOLVEDORES DE MADERA.;;3000.0;;5.0;0.0;0.0
1057532-275-AG26;11;50161500;Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de chocolates, azúcares y edulcorantes;50161509;Productos de edulcorantes o azúcares naturales;BOTELLA DE ENDULZANTE STEVIA X 400 ML.;;3.0;;4100.0;0.0;0.0
1057532-276-SE26;1;78180100;Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos;78180103;Servicios de cambio de fluidos de aceite o de la transmisión;CONVENIO DE SERVICIOS DE MANTENCIÓN PREVENTIVA, CORRECTIVA Y/O REPARATIVA VEHÍCULOS MULTIMARCAS DEPENDIENTES DEL SERVICIO DE SALUD OSORNO AÑO 2026-2027;Mantención Correctiva,  Minibús Hyundai H-1 , GX.TL-64, de la Dirección del Servicio de Salud Osorno  / PPTO N°87;1.0;;1603400.0;0.0;1603400.0
1057532-271-AG26;1;56111900;Muebles y mobiliario / Muebles comerciales e industriales / Muebles industriales;56111907;Carros de herramientas industriales;CARRO DE CARGA PLEGABLE ( YEGUA) DE ACERO.;;1.0;;41600.0;0.0;0.0
