CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1057532-110-CM26;1;0;;0;GAS LICUADO GRANEL LITRO REGIÓN DE LOS LAGOS;(4510618) GAS LICUADO GRANEL LITRO REGIÓN DE LOS LAGOS;(4510618) GAS LICUADO GRANEL LITRO REGIÓN DE LOS LAGOS , Región de los Lagos , Osorno, Ruta Puerto Octay U-55 (Calle de Servicio),;3550.0;;350.0;0.0;1242500.0
1057532-47-SE26;1;51141700;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Agentes antipsicóticos;51141709;Flufenazina;FLUFENAZINA DECANOATO AM 250 MG/10 ML SOLUCION INYECTABLE;FLFN0250AMPO. FLUFENAZINA DEC.250 MG/10ML F.AMP.. ETHON. FLUFENAZINA. REG ISP F-21521. VCTO 30-07-2027. LOTE 4EB05336 -- 7804633500202;30.0;;12990.0;0.0;389700.0
1057532-94-CM26;1;0;;0;ACEITE DE OLIVA TRATTORIA EXTRAVIRGEN BOTELLA 1 L UNIDAD X REGIÓN;(4231748) ACEITE DE OLIVA TRATTORIA EXTRAVIRGEN BOTELLA 1 L UNIDAD X REGIÓN;(4231748) ACEITE DE OLIVA TRATTORIA EXTRAVIRGEN BOTELLA 1 L UNIDAD X REGIÓN , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;3.0;;12376.0;0.0;37128.0
1057532-94-CM26;2;0;;0;ACEITE MARAVILLA MIRAFLORES BOTELLA 900 ML UNIDAD X REGIÓN;(4206622) ACEITE MARAVILLA MIRAFLORES BOTELLA 900 ML UNIDAD X REGIÓN;(4206622) ACEITE MARAVILLA MIRAFLORES BOTELLA 900 ML UNIDAD X REGIÓN , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;12.0;;2507.0;0.0;30084.0
1057532-94-CM26;3;0;;0;AJO EN POLVO SANTA FRUTA BOLSA 500 G UNIDAD X REGIÓN;(4205721) AJO EN POLVO SANTA FRUTA BOLSA 500 G UNIDAD X REGIÓN;(4205721) AJO EN POLVO SANTA FRUTA BOLSA 500 G UNIDAD X REGIÓN , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;3.0;;3508.0;0.0;10524.0
1057532-94-CM26;4;0;;0;ARROZ TUCAPEL GRADO 1 BOLSA 1 K UNIDAD X REGIÓN;(4199261) ARROZ TUCAPEL GRADO 1 BOLSA 1 K UNIDAD X REGIÓN;(4199261) ARROZ TUCAPEL GRADO 1 BOLSA 1 K UNIDAD X REGIÓN , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;24.0;;1777.0;0.0;42648.0
1057532-94-CM26;5;0;;0;ARVEJA VERDE PARTIDA BOLSA 1 K UNIDAD X REGIÓN;(4199567) ARVEJA VERDE PARTIDA BOLSA 1 K UNIDAD X REGIÓN;(4199567) ARVEJA VERDE PARTIDA BOLSA 1 K UNIDAD X REGIÓN , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;3.0;;1750.0;0.0;5250.0
1057532-94-CM26;6;0;;0;ATUN CONSERVA AL AGUA SAN JOSE LOMITOS TARRO 160 G UNIDAD X REGIÓN;(4241523) ATUN CONSERVA AL AGUA SAN JOSE LOMITOS TARRO 160 G UNIDAD X REGIÓN;(4241523) ATUN CONSERVA AL AGUA SAN JOSE LOMITOS TARRO 160 G UNIDAD X REGIÓN , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;90.0;;1653.0;0.0;148770.0
1057532-94-CM26;7;0;;0;AVENA SELECTA INSTANTANEA CAJA 500 G UNIDAD X REGIÓN;(4197612) AVENA SELECTA INSTANTANEA CAJA 500 G UNIDAD X REGIÓN;(4197612) AVENA SELECTA INSTANTANEA CAJA 500 G UNIDAD X REGIÓN , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;30.0;;1137.0;0.0;34110.0
1057532-94-CM26;8;0;;0;AZUCAR IANSA BLANCA GRANULADA BOLSA 1 K UNIDAD X REGIÓN;(4321411) AZUCAR IANSA BLANCA GRANULADA BOLSA 1 K UNIDAD X REGIÓN;(4321411) AZUCAR IANSA BLANCA GRANULADA BOLSA 1 K UNIDAD X REGIÓN , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;45.0;;1658.0;0.0;74610.0
