CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1057532-5330-SE25;1;43212100;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras;43212110;Impresoras multifunción o multifuncionales;ARRIENDO IMPRESORAS MULTIFUNCIONALES PARA EL SERVICIO DE SALUD OSORNO Y ESTABLECIMIENTOS DEPENDIENTES PARA COSAM RAHUE // IMPRESIONES B/N;ARRIENDO IMPRESORAS MULTIFUNCIONALES PARA EL SERVICIO DE SALUD OSORNO Y ESTABLECIMIENTOS DEPENDIENTES.;7910.0;;28.06;0.0;221954.59999999998
1057532-5319-SE25;1;46191600;Equipos y suministros de defensa, orden público, protección y seguridad / Protección contra incendios / Equipos para combatir incendios;46191601;Extintores;Servicios de Inspección / Agosto 2025;SERVICIOS DE MANTENCIÓN PREVENTIVA PARA RED HÚMEDA Y EXTINTORES, DE LOS ESTABLECIMIENTOS PERTENECIENTES AL SERVICIO DE SALUD OSORNO, POR UN PERIODO DE 31 MESES;1.0;;21930.0;0.0;21930.0
1057532-5328-SE25;1;43212100;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras;43212110;Impresoras multifunción o multifuncionales;ARRIENDO IMPRESORAS MULTIFUNCIONALES PARA EL SERVICIO DE SALUD OSORNO Y ESTABLECIMIENTOS DEPENDIENTES PARA CDRAM/ IMPRESIONES B/N;ARRIENDO IMPRESORAS MULTIFUNCIONALES PARA EL SERVICIO DE SALUD OSORNO Y ESTABLECIMIENTOS DEPENDIENTES;8978.0;;28.06;0.0;251922.68
1057532-5302-AG25;1;41104800;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Equipo y suministros para vertido, destilación, evaporación y extracción;41104801;Unidades de frascos o retortas;100 Frasco de vidrio roll on ambar 5cc;100 FRASCO ROLL ON 5ML AMBAR - TM;100.0;;553.0;0.0;0.0
1057532-5302-AG25;2;41104800;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Equipo y suministros para vertido, destilación, evaporación y extracción;41104801;Unidades de frascos o retortas;100 Frasco gotario vidrio ambar 30 cc;100 FRASCO GOTARIO 30ML AMBAR - BM;100.0;;500.0;0.0;0.0
1057532-5302-AG25;3;42312300;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento;42312312;Bandejas de cuidado o limpieza cutáneos;Kit Curación (40):  • 1 unidad Bandeja médica dos divisiones (17 x 11 cm).  • 3 unidades Gasa no tejida 7,5 x 7,5 cm.  • 1 unidad Tijera quirúrgica de punta 4,5” metálica desechable.  • 1 unidad Pinza anatómica 5” metálica desechable.  • 1 unidad Pinza quirúrgica 5” metálica desechable.  • 1 unidad Regla de papel no termolaminada 2 X 30 cm.  • 3 unidades Tórulas no gauze 3 cm.  • 1 unidad Campo para envolver (SMS) azul 40 x 40 cm.  • 1 Manga para esterilización 20 x 29 cm.;40  KIT DE CURACIÓN II PINZAS C50U. (75-PKC04S) - GH;40.0;;1855.0;0.0;0.0
1057532-5302-AG25;4;48101600;Maquinarias, equipos y suministros para la industria de servicios / Equipos para servicios de alimentación institucional / Equipos para preparado de alimentos;48101611;Balanzas de uso comercial;5 Modelo soporta hasta 10kg., baterías incluidas;5 BALANZA DIGITAL (KS491) - PHILCO;5.0;;13700.0;0.0;0.0
1057532-5302-AG25;5;51102700;Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antisépticos;51102710;Antisépticos basados en alcohol o acetona;5 botellas de 1 lts (Alcohol 70);5 ALCOHOL DES. AL 70% 1L. - SPHARMA;5.0;;3300.0;0.0;0.0
1057532-5312-SE25;1;46191600;Equipos y suministros de defensa, orden público, protección y seguridad / Protección contra incendios / Equipos para combatir incendios;46191601;Extintores;Servicios de Inspección (Peulla Ambulatorio) / Junio 2025;SERVICIOS DE MANTENCIÓN PREVENTIVA PARA RED HÚMEDA Y EXTINTORES, DE LOS ESTABLECIMIENTOS PERTENECIENTES AL SERVICIO DE SALUD OSORNO, POR UN PERIODO DE 31 MESES;1.0;;3870.0;0.0;3870.0
1057532-5312-SE25;2;46191600;Equipos y suministros de defensa, orden público, protección y seguridad / Protección contra incendios / Equipos para combatir incendios;46191601;Extintores;Servicios de Inspección (Peulla Residencial) / Junio 2025;SERVICIOS DE MANTENCIÓN PREVENTIVA PARA RED HÚMEDA Y EXTINTORES, DE LOS ESTABLECIMIENTOS PERTENECIENTES AL SERVICIO DE SALUD OSORNO, POR UN PERIODO DE 31 MESES;1.0;;5160.0;0.0;5160.0
