CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1077241-95-SE25;1;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;"ELASTICO EXTRAORALES 1/2 ""16  OZ 1000/BAG BOLSA 1000 UNIDADES";ELASTICO EXTRAORALES 12 16 OZ 1000BAG BOLSA 1000 UNIDADES;20.0;;50000.0;0.0;1000000.0
1077241-95-SE25;2;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152709;Elásticos ortodónticos;CADENETA ELÁSTICA CONTINUA GRIS;CADENETA ELÁSTICA CONTINUA GRIS;21.0;;8118.0;0.0;170478.0
1077241-95-SE25;3;42151600;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Instrumentos y dispositivos dentales y de sub-especialidad;42151627;Espejos o mangos de espejos dentales;ESPEJO DE RODIO PARA FOTOGRAFÍA INTRAORAL OCLUSAL ESTERILIZABLE;ESPEJO DE RODIO PARA FOTOGRAFÍA INTRAORAL OCLUSAL ESTERILIZABLE;4.0;;32294.0;0.0;129176.0
1077241-95-SE25;4;42151600;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Instrumentos y dispositivos dentales y de sub-especialidad;42151640;Pinzas dentales;PINZA PARA TUBOS  CON PRENSIÓN CONTÍNUA;PINZA PARA TUBOS CON PRENSIÓN CONTÍNUA;4.0;;10336.0;0.0;41344.0
1077241-95-SE25;5;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº29 IGUAL O SIMILAR 3M;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº29;50.0;;469.0;0.0;23450.0
1077241-95-SE25;6;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº29.5 IGUAL O SIMILAR 3M;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº29.5;50.0;;469.0;0.0;23450.0
1077241-95-SE25;7;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº30 IGUAL O SIMILAR 3M;BANDA METÁLICA SIN TUBO INFERIOR DERECHO;50.0;;469.0;0.0;23450.0
1077241-95-SE25;8;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº30.5 IGUAL O SIMILAR 3M;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº30.5;50.0;;469.0;0.0;23450.0
1077241-95-SE25;9;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº31 IGUAL O SIMILAR 3M;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº31;50.0;;469.0;0.0;23450.0
1077241-95-SE25;10;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº31.5 IGUAL O SIMILAR 3M;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº31.5;50.0;;469.0;0.0;23450.0
1077241-95-SE25;11;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº32 IGUAL O SIMILAR 3M;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº32;50.0;;469.0;0.0;23450.0
1077241-95-SE25;12;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº32.5 IGUAL O SIMILAR 3M;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº32.5;50.0;;469.0;0.0;23450.0
1077241-95-SE25;13;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº33 IGUAL O SIMILAR 3M;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº33;50.0;;469.0;0.0;23450.0
1077241-95-SE25;14;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº33.5 IGUAL O SIMILAR 3M;BANDA METÁLICA SIN TUBO INFERIOR DERECHO Nº33.5;50.0;;469.0;0.0;23450.0
1077241-95-SE25;15;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°34  SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°34;50.0;;469.0;0.0;23450.0
1077241-95-SE25;16;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°34+ SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°34+;50.0;;469.0;0.0;23450.0
1077241-95-SE25;17;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°35 SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°35;50.0;;469.0;0.0;23450.0
1077241-95-SE25;18;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°35+ SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°35+;50.0;;469.0;0.0;23450.0
1077241-95-SE25;19;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°36  SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°36;50.0;;469.0;0.0;23450.0
1077241-95-SE25;20;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°36+  SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°36+;50.0;;469.0;0.0;23450.0
1077241-95-SE25;21;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°37  SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°37;50.0;;469.0;0.0;23450.0
1077241-95-SE25;22;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°37+  SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°37+;50.0;;469.0;0.0;23450.0
1077241-95-SE25;23;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°38  SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°38;50.0;;469.0;0.0;23450.0
1077241-95-SE25;24;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°38+ SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°38+;50.0;;469.0;0.0;23450.0
1077241-95-SE25;25;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°39  SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°39;50.0;;469.0;0.0;23450.0
1077241-95-SE25;26;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°39+ SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°39+;50.0;;469.0;0.0;23450.0
1077241-95-SE25;27;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METALICA S/TUBO INF. DER. N°40  SIMILAR 3M;BANDA METALICA STUBO INF. DER. N°40;50.0;;469.0;0.0;23450.0
1077241-95-SE25;28;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA S/ TUBO INFERIOR DERECHO Nº40.5 IGUAL O SIMILAR 3M;BANDA METÁLICA S TUBO INFERIOR DERECHO Nº40.5;50.0;;469.0;0.0;23450.0
1077241-95-SE25;29;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA S/ TUBO INFERIOR DERECHO Nº41 IGUAL O SIMILAR 3M;BANDA METÁLICA S TUBO INFERIOR DERECHO Nº41;50.0;;469.0;0.0;23450.0
1077241-95-SE25;30;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA S/ TUBO INFERIOR DERECHO Nº41.5 IGUAL O SIMILAR 3M;BANDA METÁLICA S TUBO INFERIOR DERECHO Nº41.5;50.0;;469.0;0.0;23450.0
1077241-95-SE25;31;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA S/ TUBO INFERIOR DERECHO Nº42 IGUAL O SIMILAR 3M;BANDA METÁLICA S TUBO INFERIOR DERECHO Nº42;50.0;;469.0;0.0;23450.0
1077241-95-SE25;32;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA S/ TUBO INFERIOR IZQUIERDO Nº29 IGUAL O SIMILAR 3M;BANDA METÁLICA S TUBO INFERIOR IZQUIERDO Nº29;50.0;;469.0;0.0;23450.0
1077241-95-SE25;33;42152700;Equipamiento y suministros médicos / Equipos y suministros odontológicos / Equipo y suministros ortodónticos y prostodónticos;42152715;Bandas de montadura ortodónticas;BANDA METÁLICA S/ TUBO INFERIOR IZQUIERDO Nº29.5 IGUAL O SIMILAR 3M;BANDA METÁLICA S TUBO INFERIOR IZQUIERDO Nº29.5;50.0;;469.0;0.0;23450.0
